lat,lng,name
37.796980, -122.405843,Chinatown
37.780565, -122.406358, SoMA
37.758582, -122.416486, Mission
37.728855, -122.383527, Bayview
37.722202, -122.485322, Lake Merced
37.753696, -122.445840, Twin Peaks
37.748946, -122.488755, Sunset District
37.769439, -122.482232, Golden Gate Park
37.800913, -122.471417, Presidio
37.781921, -122.474851, Richmond District
37.766860, -122.448586, Cole Valley
37.734692, -122.455281, Westwood Highlands
37.743380, -122.417859, Bernal Heights
