lat,lng,opacity,radius
42.3648836526,-71.1092006284,0.211671233937,1.85843769021
42.3644231914,-71.110720726,0.105380622018,1.58884060397
42.3770780429,-71.1357498218,0.0469170027963,1.51760964121
42.3757927977,-71.1402185985,0.414102261726,2.87184546533
42.3772355894,-71.1324204621,0.435955298673,3.02045617953
42.3605755768,-71.0726902558,0.0272019053286,1.50591954923
42.3531961808,-71.1152207232,0.136293121063,1.64860651879
42.3887508187,-71.1433786079,0.0882929345585,1.56236513834
42.3614736369,-71.073731768,0.00727117385578,1.50042295975
42.3682738037,-71.0928537708,0.102707747391,1.58439105099
42.3978689043,-71.1422208661,0.0181925154816,1.50264774096
42.377598,-71.131227,0.241190977169,1.96538469974
42.3702622592,-71.0723341342,0.00106371708319,1.50000905195
42.385508879,-71.1264185755,0.205065232169,1.83641399556
42.369582702,-71.1146165595,0.127655019752,1.63036643254
42.3965047708,-71.0816907171,0.000225497302086,1.50000040679
42.3889130543,-71.1578625307,0.0758034053996,1.54596925016
42.3508440696,-71.0956853223,0.297585176276,2.20845549711
42.3674956578,-71.1023089935,0.293455724197,2.18893009651
42.3730246512,-71.080501634,0.0226852603009,1.50411696828
42.3606014467,-71.0819819497,0.0610448627003,1.5298118021
42.3703122357,-71.0769993208,0.0578866110102,1.52680687787
42.37129663,-71.1159841997,0.0764095454085,1.54670734904
42.3945926036,-71.1420406506,0.233362663884,1.93566506316
42.3916326954,-71.1508336129,0.0232099586231,1.50430961743
42.3834685517,-71.134494907,0.284202331263,2.14616772076
42.3655449018,-71.1436610825,0.00059832825796,1.50000286397
42.3889996943,-71.1206117274,0.466548947317,3.24134336194
42.3957578658,-71.1121356341,0.285342250537,2.15136159953
42.372149326,-71.0790609477,0.0313233530794,1.50784921959
42.3890268842,-71.1455092616,0.305507743661,2.24667985149
42.3714823097,-71.1121510532,0.188856704333,1.78533483817
42.3756809613,-71.1414885211,0.00527974770384,1.50022300589
42.3710619059,-71.1312929397,0.000383831232398,1.50000117861
42.3713751391,-71.0826448455,0.0618637707809,1.53061700908
42.3583272094,-71.1049262796,0.0248514666377,1.50494076315
42.3702522804,-71.1265180701,0.00288736320374,1.50006669493
42.392926,-71.158167,0.00151528049472,1.5000183686
42.3966951318,-71.0933774211,0.188419300978,1.78401466385
42.3997603495,-71.1407623501,0.2616268578,2.04758890178
42.3934358371,-71.1320732469,0.0423279613452,1.51433325049
42.3794375557,-71.1317545788,0.261572154628,2.04735993661
42.3904810368,-71.1427895805,0.191678601716,1.79392549085
42.3607205605,-71.1159768298,0.0377071978262,1.51137466214
42.3883169,-71.1188886,0.00670517003928,1.50035967444
42.3573127501,-71.1040378182,0.123120101018,1.6212684742
42.3755756968,-71.0733746864,0.00254529607549,1.50005182826
42.399851,-71.14167,0.264786791435,2.06089635935
42.3740434214,-71.1279532827,0.00613632085756,1.50030123547
42.3707100879,-71.1330359716,0.000811332222432,1.50000526608
42.3510826992,-71.0992082945,0.0987632582572,1.57803344945
42.4004001044,-71.1347070606,0.0279949382433,1.50626973254
42.3791806895,-71.1310168523,0.419432251211,2.90738730685
42.3855721781,-71.1412242751,0.169612673991,1.73014767343
42.3805096816,-71.1114637261,0.47856522379,3.33219738737
42.3651690154,-71.0799089156,0.0530357953905,1.52250236474
42.380982481,-71.1383012808,0.0914690604579,1.56693271217
42.3825940509,-71.1370442369,0.142350472452,1.66210925606
42.3843906038,-71.1334714228,0.0469134407244,1.51760696736
42.3970839159,-71.1353150864,0.173879534324,1.74187273965
42.3765865368,-71.1385121189,0.0680361383604,1.53703132898
42.3949164555,-71.1127045007,0.0445166204886,1.515853836
42.3719166624,-71.1346084572,0.00120031001009,1.50001152595
42.376752319,-71.1376598063,0.0927204983793,1.56877672656
42.3777551981,-71.1232414745,0.0529264298526,1.52240965582
42.3531512896,-71.084741242,0.0107678677455,1.50092757581
42.3812558568,-71.1148423417,0.27318467966,2.09703895361
42.3632576414,-71.1161849548,0.286545169224,2.15686507205
42.3945946848,-71.0896485679,0.0131441186033,1.50138214283
42.3754533678,-71.1231358517,0.213987447186,1.86632502043
42.373205444,-71.1389896998,0.00432883659533,1.50014991061
42.3983031422,-71.1010545894,0.00757179381763,1.50045865649
42.3716551079,-71.0993665175,0.0621515861391,1.53090255728
42.3750417735,-71.1404472586,0.0418953492145,1.51404176229
42.374375401,-71.1200691157,0.0314679571872,1.50792185864
42.3959840467,-71.1529261729,0.000225497302086,1.50000040679
42.3847617358,-71.1278570479,0.212517530605,1.86130960652
42.3571024,-71.1150012,0.236332896517,1.94682590381
42.3692328145,-71.09150435,0.108390033839,1.59398719549
42.366441,-71.103306,0.281398426439,2.13348059522
42.3657129927,-71.0766853169,0.0873396429517,1.56102570585
42.3978227948,-71.1515890042,0.000225497302086,1.50000040679
42.3660586,-71.1063281,0.0224667579032,1.50403804169
42.3817747242,-71.1200389345,0.0120567661656,1.50116292488
42.3612799782,-71.0733451239,0.0115618259606,1.50106940656
42.4018068283,-71.1059459489,0.10722848,1.59198357538
42.3937219845,-71.0861088512,2.78773882619e-06,1.50000000006
42.3520795272,-71.112017088,0.049678620587,1.51974372275
42.3674424327,-71.1120341624,0.0972849744808,1.57571493008
42.3939227119,-71.0809623158,0.000225497418128,1.50000040679
42.3718067155,-71.0860325006,0.0895141999934,1.564102336
42.3798133839,-71.1285258131,0.524662469148,3.70216565226
42.3766233773,-71.1383227163,0.374936795687,2.62462080608
42.3795371446,-71.144465517,0.0636492697869,1.53240983636
42.3822711771,-71.1418353184,0.00203796101139,1.50003322628
42.3966884949,-71.1020544332,0.0403163404398,1.51300325845
42.3973367156,-71.1231927915,0.104562154992,1.58746595405
42.3955235182,-71.1743173743,0.099390879335,1.57902837516
42.3712838093,-71.0949828744,0.271618125119,2.09021124715
42.3714076116,-71.0667896747,0.00198839069797,1.50003162958
42.3931563791,-71.1589402483,0.0489822027284,1.51919404947
42.3882731427,-71.1193740792,0.0681151451077,1.53711738394
42.3790161086,-71.1346478662,0.181291719571,1.76293350068
42.3834001018,-71.140878557,0.372318260069,2.60896709425
42.3628647828,-71.1176785153,0.0787059306557,1.54955698816
42.3726009597,-71.0921160773,0.142690726924,1.6628851484
42.3854406574,-71.137127395,0.373398581822,2.61541200725
42.3717339781,-71.1175490122,0.0703314631277,1.53957211765
42.4003973352,-71.0733343558,0.000218295561018,1.50000038122
42.3904269149,-71.1181926253,0.269812967421,2.08239229911
42.3509778078,-71.1017847361,0.285429774127,2.15176124766
42.3828082204,-71.1369966948,0.2425946739,1.97081740644
42.3951092006,-71.1134174848,0.111606333151,1.5996477888
42.3511360676,-71.0999896229,0.0673422726794,1.53627985352
42.3632495761,-71.1419910932,0.000510548096677,1.50000208527
42.381361,-71.136559,0.204890991862,1.83584254837
42.3612848044,-71.1174192562,0.0685275149863,1.53756816248
42.3710349113,-71.0856126229,0.106027567696,1.58993476089
42.3805407636,-71.1241083354,0.153707534003,1.68900804807
42.3648383392,-71.1354770405,0.000215625584392,1.50000037196
42.3651054562,-71.1069337478,0.0825654243344,1.55453639436
42.3513022,-71.1024137,0.0463645395973,1.51719736426
42.350558,-71.09545,0.182649784911,1.76688755143
42.3667792146,-71.1001989098,0.133001334771,1.64151484041
42.3607944,-71.1445062,0.252791319898,2.01122761133
42.3670626095,-71.0763692915,0.0628656448044,1.53161671437
42.3751713568,-71.1261129068,0.44053401699,3.052561761
42.4006461083,-71.1389861186,0.346221011366,2.45895190969
42.3509098037,-71.0994815046,0.223552193116,1.89980466438
42.3815280804,-71.1103673975,0.360476408695,2.5395459298
42.3941991964,-71.1352060228,0.190128279815,1.78919010228
42.394770101,-71.1716411612,0.255381372612,2.02175716382
42.3671146818,-71.0751792052,0.0821796269478,1.55402792868
42.36181115,-71.0968854118,0.00591815234095,1.50028019622
42.3918846663,-71.1291582603,0.329327907388,2.36765496468
42.366561213,-71.0744281849,0.043266943785,1.5149762274
42.3596063668,-71.112500695,0.0414130284368,1.51372031139
42.3773068041,-71.1400877173,0.348018618164,2.46893566871
42.3998315093,-71.1307122163,0.174344506304,1.74316805503
42.3709807306,-71.0785680352,0.191104878673,1.79216859722
42.3970289343,-71.1229900475,0.102964634433,1.58481372755
42.3690099,-71.1250726,0.00789582241111,1.50049875209
42.3514777124,-71.1065415241,0.144928864812,1.66803500685
42.3945354597,-71.1230483198,0.131043384048,1.63737894802
42.3635719,-71.0783653,0.0158003719088,1.50199721402
42.3987512472,-71.1299310063,0.250667149795,2.00267215989
42.3703076095,-71.0800046135,0.580957477777,4.20009272788
42.3665837716,-71.0818857718,0.158423731417,1.70078462941
42.3656705239,-71.0818800437,0.0240627621456,1.50463213218
42.3740704543,-71.0990104906,0.0178295515866,1.50254314328
42.3710195524,-71.1053061631,0.442306563983,3.06508077234
