street,lat1,lng1,lat2,lng2
Garden Street,42.3862605,-71.133976,42.386052,-71.1333429
Earle Street,42.3745854,-71.0908896,42.3750365,-71.0907987
Bartlett Street,42.3941,-71.101838,42.393506,-71.102283
Linnaean Street,42.383461,-71.123647,42.383707,-71.123118
Alewife Brook Parkway,42.40049,-71.136478,42.400709,-71.136251
Concord Lane,42.3881403,-71.1422501,42.3882005,-71.1420664
US 1,42.3709043,-71.0695968,42.3707908,-71.0694944
Martin Street,42.382694,-71.121686,42.3827123,-71.1216475
Irving Street,42.380416,-71.111513,42.380312,-71.11153
Broad Canal Street,42.3625901,-71.0820698,42.3625637,-71.0820701
Museum Street,42.381513,-71.112142,42.3815627,-71.1120421
Sacramento Street,42.382562,-71.113786,42.382612,-71.113547
Harvey Street,42.3975853,-71.1369222,42.397604,-71.137214
Gerry's Landing Road,42.3736783,-71.1352568,42.3739543,-71.1357034
Blanchard Road,42.3903023,-71.157035,42.3904071,-71.1570571
Huron Avenue,42.3789063,-71.1483393,42.3788366,-71.1479274
Miller Street,42.384478,-71.113279,42.384478,-71.113229
Concord Avenue,42.3914301,-71.1602518,42.3914643,-71.1603898
Willow Avenue,42.394108,-71.116811,42.39463,-71.116446
Fresh Pond Parkway,42.381254,-71.144496,42.381435,-71.144327
Fawcett Street Extension,42.393461,-71.150387,42.3930067,-71.1469211
Concord Avenue,42.3787771,-71.1244923,42.378613,-71.124228
Massachusetts Avenue,42.371907,-71.1151756,42.372073,-71.1153862
Kinnaird Street,42.367114,-71.111104,42.3672332,-71.11141
US 3;SR 2,42.3729009,-71.134083,42.3729338,-71.1339745
Third Street,42.3710152,-71.0798505,42.3717131,-71.0796804
Cowperthwaite Street,42.368914,-71.115766,42.36885,-71.115527
Medford Street,42.396898,-71.104047,42.397151,-71.104238
Sacramento Street,42.382587,-71.119589,42.382575,-71.118253
Gray Gardens East,42.3843035,-71.1265848,42.384529,-71.125846
Grant Street,42.369653,-71.115867,42.369626,-71.115762
Harvard Street,42.369778,-71.105938,42.36975,-71.105859
Dr. Paul Dudley White Path,42.3610672,-71.0729009,42.3615539,-71.0728245
Land Boulevard,42.363686,-71.0783396,42.3637868,-71.0783028
Museum Street,42.380932,-71.113059,42.381209,-71.112621
Minuteman Bikeway,42.3999653,-71.1447328,42.3998555,-71.1448152
Vassal Lane,42.383817,-71.139663,42.383753,-71.139476
Dr. Paul Dudley White Path,42.3545207,-71.1009205,42.3538547,-71.1029547
Coolidge Avenue,42.3664048,-71.1442434,42.3664274,-71.144103
Putnam Avenue,42.359636,-71.111951,42.359123,-71.111067
Dr. Paul Dudley White Path,42.3679407,-71.1356685,42.3678456,-71.135827
Fresh Pond Lane,42.376985,-71.1441,42.377289,-71.144118
Earle Street,42.3753494,-71.0907428,42.3753618,-71.0907469
Fayerweather Street,42.38521,-71.133478,42.385344,-71.133897
Memorial Drive,42.374349,-71.131586,42.3744082,-71.1312864
Bellevue Avenue,42.386252,-71.125284,42.386368,-71.124907
Dr. Paul Dudley White Path,42.3704135,-71.1265602,42.3703227,-71.1265405
Gore Street,42.3716,-71.0779383,42.3716063,-71.0778267
I 93,42.396647,-71.090033,42.3958325,-71.0889308
North Point Boulevard,42.3703987,-71.0708085,42.370644,-71.0712655
Soldiers Field Road,42.356519,-71.118283,42.356649,-71.11827
Springfield Street,42.3744683,-71.1003084,42.3747312,-71.1001963
Burch Street,42.404019,-71.148511,42.4040742,-71.1485306
Grove Street,42.386209,-71.160246,42.386339,-71.160266
Cambridge Street,42.375051,-71.11112,42.3749681,-71.1104053
Soldiers Field Road,42.361321,-71.117611,42.361896,-71.117703
Massachusetts Avenue,42.3646827,-71.1025243,42.3644222,-71.1020837
Fairview Avenue,42.378956,-71.155058,42.378966,-71.154736
Sozio Rotary,42.3868307,-71.1411317,42.3868056,-71.1411686
Bigelow Street,42.366988,-71.106348,42.367533,-71.105819
Concord Turnpike,42.3979149,-71.1424552,42.3980095,-71.1428051
Oxford Street,42.383629,-71.116084,42.383869,-71.116079
Porter Square,42.3885834,-71.1192354,42.3885503,-71.1191722
Russell Street,42.392845,-71.122283,42.393104,-71.12192
Massachusetts Avenue,42.3782243,-71.1200549,42.378455,-71.120035
Massachusetts Avenue,42.3596415,-71.0941465,42.359553,-71.0940515
Garden Street,42.3862908,-71.1362714,42.3864353,-71.1357923
Soldiers Field Road,42.352062,-71.112705,42.352123,-71.113009
Sparks Street,42.381194,-71.131997,42.381041,-71.131944
Massachusetts Avenue,42.3887633,-71.1196546,42.3885624,-71.1195922
Alewife Brook Parkway,42.40104,-71.135911,42.4016585,-71.1353822
Dr. Paul Dudley White Path,42.3682027,-71.1227565,42.3681489,-71.1225703
Central Street,42.391955,-71.100953,42.392478,-71.100573
Dr. Paul Dudley White Path,42.3572374,-71.0741435,42.3573476,-71.0740924
Fresh Pond Lane,42.377534,-71.144189,42.377689,-71.144304
Main Street,42.401798,-71.105934,42.401528,-71.105572
Gateway Park,42.396025,-71.073891,42.396019,-71.073868
Connors Drive,42.397116,-71.094262,42.396976,-71.094259
Sozio Rotary,42.3866941,-71.1412227,42.3866527,-71.1412113
Beech Path,42.3888098,-71.1496928,42.3887464,-71.1497169
Willard Street,42.376727,-71.127659,42.376773,-71.127604
Dr. Paul Dudley White Path,42.3629366,-71.1176903,42.3612302,-71.1174103
Soldiers Field Road,42.364571,-71.118039,42.3642605,-71.1180426
New Street,42.390186,-71.138815,42.390386,-71.13872
Gore Street,42.37304,-71.086472,42.372927,-71.086185
Mount Auburn Street,42.3744335,-71.1263844,42.3743937,-71.1259283
Church Street,42.3743775,-71.120167,42.3743648,-71.1195748
Binney Street,42.3649883,-71.0775019,42.3649726,-71.0774621
Spring Street,42.369169,-71.081969,42.3689544,-71.080298
Mount Auburn Street,42.3716488,-71.1176964,42.371413,-71.117056
Mystic Avenue,42.3987237,-71.0931605,42.398867,-71.093365
Franklin Street,42.366989,-71.109443,42.366659,-71.108823
Fresh Pond Parkway,42.378486,-71.14398,42.378735,-71.144138
Harvard Street,42.371118,-71.110813,42.370866,-71.109819
Chestnut Street,42.356868,-71.109219,42.3566615,-71.1088545
Antrim Street,42.3709631,-71.1033513,42.3704009,-71.1037432
Reservoir Street,42.378705,-71.136774,42.378715,-71.136595
Soldiers Field Road,42.371678,-71.126936,42.371904,-71.127003
Broadway,42.391871,-71.092172,42.3916866,-71.091929
Lopez Avenue,42.3682039,-71.0798477,42.368881,-71.079711
Fitchburg Cutoff Path,42.3959884,-71.1506613,42.395979,-71.150967
Soldiers Field Road,42.363643,-71.139998,42.363577,-71.140402
US 1,42.3720576,-71.0692822,42.3721004,-71.0691752
Norfolk Street,42.370198,-71.098017,42.36969,-71.098315
Hampshire Street,42.36936,-71.095501,42.369932,-71.096198
Oak Street,42.374085,-71.099546,42.3744,-71.099475
Lansdowne Street,42.3605711,-71.1001871,42.3606786,-71.0999472
Little John Street,42.40215,-71.151549,42.402695,-71.151814
Dr. Paul Dudley White Path,42.3603873,-71.0726078,42.3604449,-71.0726062
Nashua Street,42.3676854,-71.0662406,42.3676605,-71.0663438
Berkeley Place,42.377852,-71.127531,42.377977,-71.127313
Beech Path,42.3875737,-71.1484241,42.3874706,-71.1483302
Massachusetts Avenue,42.399976,-71.133945,42.3997474,-71.1334473
Normandy Avenue,42.394019,-71.157052,42.394226,-71.156448
Athens Street,42.369653,-71.115867,42.36975,-71.115808
Foley Street,42.3929764,-71.080691,42.393029,-71.080352
Massachusetts Avenue,42.376458,-71.119706,42.376249,-71.119617
Erie Street,42.357479,-71.1034997,42.357505,-71.1035368
Huron Avenue,42.382233,-71.131268,42.38241,-71.131023
Binney Street,42.3677408,-71.0909338,42.3677139,-71.0908479
Dr. Paul Dudley White Path,42.3520314,-71.0902855,42.3520665,-71.0900652
Dr. Paul Dudley White Path,42.363028,-71.1448396,42.36307,-71.1448314
Soldiers Field Road,42.363035,-71.143746,42.363088,-71.143342
Concord Turnpike,42.3978801,-71.1422776,42.3979149,-71.1424552
Ames Street,42.3628961,-71.0880829,42.3629817,-71.0880688
Ames Street,42.3632087,-71.0879514,42.36356,-71.0876827
Community Path,42.369367,-71.067279,42.369366,-71.067031
Richdale Avenue,42.389247,-71.126932,42.389073,-71.125863
Mt. Auburn Place,42.3734319,-71.1243344,42.3733327,-71.1240222
Aberdeen Avenue,42.3756078,-71.1458757,42.376265,-71.146132
Cambridge Street,42.374526,-71.107061,42.37441,-71.106121
Magazine Street,42.362279,-71.107591,42.362441,-71.107398
Dana Street,42.372318,-71.108615,42.372903,-71.108215
Morrison Avenue,42.395492,-71.114956,42.395317,-71.114253
Pearl Street,42.364713,-71.102574,42.364165,-71.10318
Western Avenue,42.363258,-71.132201,42.363161,-71.131789
Orrin Street,42.384001,-71.131146,42.384225,-71.130993
Grove Street,42.376594,-71.158671,42.376738,-71.158714
Dr. Paul Dudley White Path,42.3519335,-71.1101029,42.3519433,-71.109941
Holworthy Street,42.3754647,-71.1500235,42.376215,-71.150221
Greenough Boulevard,42.3686688,-71.1351468,42.36854,-71.1352463
Dr. Paul Dudley White Path,42.3644139,-71.1422915,42.3643495,-71.1422204
Memorial Drive,42.353554,-71.1047,42.3535628,-71.104613
White Street,42.3896304,-71.1169904,42.389292,-71.117647
Trowbridge Terrace,42.372248,-71.111385,42.372103,-71.110999
Gore Street,42.3715936,-71.0780241,42.3716,-71.0779383
Smith Place,42.39336,-71.150409,42.393461,-71.150387
Hubbard Park Road,42.376814,-71.132043,42.37681,-71.131686
Hinckley Street,42.3954325,-71.1064379,42.395015,-71.106735
Dr. Paul Dudley White Path,42.3519403,-71.1092568,42.3519277,-71.1092177
Sozio Rotary,42.3865349,-71.141009,42.3865364,-71.1409702
Massachusetts Avenue,42.3984463,-71.1315617,42.398289,-71.131357
Dr. Paul Dudley White Path,42.3632442,-71.1440176,42.3632669,-71.1439346
Dr. Paul Dudley White Path,42.3730405,-71.1305969,42.3730995,-71.13043
Saginaw Avenue,42.390648,-71.118804,42.3909083,-71.1183141
Dr. Paul Dudley White Path,42.3713942,-71.1316625,42.3714619,-71.1317526
Edward Street,42.399593,-71.10118,42.39927,-71.100739
Wheeler Street,42.3886778,-71.1441908,42.3887358,-71.1441504
Edith Street,42.401195,-71.147177,42.401369,-71.146086
Rockwell Street,42.362533,-71.111183,42.362344,-71.110975
Avon Hill Street,42.38432,-71.124136,42.384214,-71.124072
Gorham Street,42.380801,-71.114541,42.381201,-71.114806
Windsor Street,42.3641599,-71.0965101,42.3642803,-71.0964649
US 1,42.372018,-71.0679965,42.3719229,-71.0677564
Dr. Paul Dudley White Path,42.3521697,-71.0890803,42.3522001,-71.0887868
Medford Street,42.397151,-71.104238,42.397361,-71.104396
Mystic Avenue,42.398379,-71.0927045,42.3987237,-71.0931605
Massachusetts Avenue,42.401488,-71.136969,42.4013878,-71.1368307
Bartlett Street,42.394965,-71.101213,42.394833,-71.101304
Cambridgepark Drive,42.3943663,-71.1405768,42.3942892,-71.1405264
Flagg Street,42.3677695,-71.1159256,42.3677647,-71.1157143
Monsignor O'Brien Highway,42.3725375,-71.079815,42.3723549,-71.0794638
Windsor Street,42.3742313,-71.0928431,42.3742732,-71.0928389
North Point Boulevard,42.3693362,-71.0692903,42.3693136,-71.0692909
Monsignor O'Brien Highway,42.3716378,-71.0775558,42.3717095,-71.0777611
Dudley Street,42.3966004,-71.1294246,42.3959438,-71.1305262
Forest Street,42.385155,-71.115667,42.385156,-71.115587
I 93,42.3934587,-71.0857693,42.393301,-71.085569
Acorn Park Road,42.3996666,-71.153696,42.3998831,-71.1537226
Coolidge Hill,42.3730543,-71.1381359,42.372979,-71.138107
Normandy Terrace,42.393756,-71.154537,42.393927,-71.154572
Dr. Paul Dudley White Path,42.3606526,-71.0727398,42.3608039,-71.0728368
Dr. Paul Dudley White Path,42.3698197,-71.1228948,42.3699111,-71.1231176
Magazine Beach Pedestrian Overpass,42.355984,-71.1141131,42.3557892,-71.1138202
Alewife Linear Park,42.3978582,-71.1325361,42.3978484,-71.1323798
Nashua Street,42.367645,-71.065636,42.367676,-71.065759
Irving Street,42.380312,-71.11153,42.380221,-71.111526
Merrill Avenue,42.391983,-71.1592725,42.3918596,-71.1584686
Morrison Avenue,42.395124,-71.113477,42.394929,-71.112696
Community Path,42.371828,-71.071638,42.371566,-71.071071
Dr. Paul Dudley White Path,42.3658729,-71.0693533,42.3663494,-71.0688132
Massachusetts Avenue,42.3936882,-71.1261406,42.392649,-71.125015
Jackson Circle,42.3920301,-71.1354549,42.392051,-71.135468
Monsignor O'Brien Highway,42.3718599,-71.0784618,42.3717775,-71.0782644
Cambridge Street,42.375471,-71.114293,42.3754555,-71.1141836
Chilton Street,42.3859004,-71.1357302,42.385401,-71.136113
Walker Court,42.367199,-71.11404,42.367737,-71.114017
Alewife Brook Parkway,42.3981668,-71.1412255,42.3982719,-71.1412071
Meacham Street,42.398559,-71.098349,42.398306,-71.097934
Everett Street,42.363439,-71.135317,42.364105,-71.135365
Dr. Paul Dudley White Path,42.3680708,-71.1221916,42.3680528,-71.121999
Broad Canal Street,42.3627762,-71.0821756,42.3626638,-71.0820902
Dr. Paul Dudley White Path,42.3683165,-71.1351784,42.3681197,-71.1354041
Auburn Street,42.362928,-71.103962,42.363136,-71.104306
Sixth Street,42.367583,-71.085727,42.3676242,-71.0857201
Memorial Drive,42.355342,-71.098817,42.35513,-71.099444
Nashua Street,42.3669845,-71.0679335,42.3669259,-71.0680065
Brattle Circle,42.375656,-71.141533,42.375863,-71.141565
Beech Path,42.3864623,-71.1468362,42.3864543,-71.1467289
Garden Street,42.3851894,-71.1317276,42.384977,-71.131444
Concord Turnpike,42.3978634,-71.1421722,42.3978801,-71.1422776
Back Street,42.350596,-71.09775,42.350588,-71.097662
Bishop R Allen Drive,42.3657586,-71.1021667,42.365507,-71.101759
Dr. Paul Dudley White Path,42.3638708,-71.1419146,42.3638381,-71.1418784
Shore Drive,42.3992223,-71.0865944,42.3992484,-71.0867183
Dickinson Street,42.375751,-71.1005115,42.375609,-71.1007195
Flagg Street,42.3677569,-71.1152855,42.367754,-71.11511
Soldiers Field Road,42.362695,-71.117924,42.361904,-71.117805
Alewife Reservation Path,42.3974256,-71.145638,42.3973907,-71.145518
Amherst Street,42.3599802,-71.0876282,42.3603078,-71.0867111
Medford Street,42.37484,-71.08837,42.3744967,-71.0882066
Broadway,42.367495,-71.09643,42.367186,-71.095628
Minuteman Bikeway,42.3973584,-71.1433602,42.3973135,-71.1433304
Wood Street,42.386824,-71.129186,42.387315,-71.129523
Meacham Road,42.3950988,-71.1275914,42.3958247,-71.1263798
Clifton Street,42.395687,-71.136294,42.394929,-71.136271
Everett Street,42.379983,-71.119855,42.3799757,-71.1197562
High Street,42.37816,-71.149248,42.378084,-71.148775
Coolidge Avenue,42.373413,-71.1399182,42.3737491,-71.1398828
Land Boulevard,42.3650597,-71.0773831,42.3649726,-71.0774621
John F. Fitzgerald Expressway,42.371489,-71.066455,42.371874,-71.067064
Dr. Paul Dudley White Path,42.36771,-71.0739336,42.3676565,-71.073888
I 93,42.3919857,-71.0842508,42.391701,-71.0840048
Washington Street,42.365778,-71.099958,42.366036,-71.100725
Willow Avenue,42.397715,-71.114326,42.3990326,-71.11344
Vassar Street,42.3617964,-71.0914907,42.3625341,-71.0900902
Thorndike Street,42.369743,-71.080924,42.3696341,-71.0801488
Walden Park,42.3912478,-71.1237665,42.3911073,-71.1234465
Fifth Street,42.369381,-71.083625,42.369638,-71.083565
Blanchard Road,42.386935,-71.158105,42.387043,-71.157984
Coolidge Hill,42.3722894,-71.1372603,42.3723477,-71.1371454
Lakeview Avenue,42.37931,-71.139447,42.379861,-71.139643
Moulton Street,42.3909121,-71.1478139,42.3915971,-71.1478359
Quincy Street,42.3742081,-71.1146093,42.373631,-71.1147555
Broadway,42.396334,-71.101187,42.396319,-71.101152
Longfellow Park,42.375492,-71.126983,42.375508,-71.126907
Massachusetts Avenue,42.404862,-71.141103,42.404846,-71.141083
Cherry Street,42.365048,-71.09712,42.36553,-71.0969407
Kendall Street,42.3636507,-71.0819391,42.3636388,-71.0819644
Memorial Drive,42.367863,-71.116388,42.3680002,-71.1164555
Grove Street,42.386314,-71.160452,42.386386,-71.160488
Brookline Street,42.3617854,-71.1034355,42.3622782,-71.1029835
Everett Street,42.3647797,-71.1354197,42.3648384,-71.1354771
Broadway,42.3992236,-71.1101272,42.3992043,-71.1100739
Edwin H. Land Boulevard,42.3688658,-71.0736323,42.3686991,-71.0738176
Fitchburg Cutoff Path,42.3960121,-71.1559533,42.3960204,-71.1562211
Dunster Street,42.3719904,-71.1194866,42.3722527,-71.1193321
Lakeview Avenue,42.380935,-71.140007,42.38156,-71.140214
Assembly Square Drive,42.397231,-71.083215,42.3969815,-71.0825884
Harvard Street,42.367575,-71.099657,42.367456,-71.099366
Elmer Street,42.365695,-71.114205,42.365886,-71.114161
Western Avenue,42.363161,-71.131789,42.3630968,-71.1315122
US 1,42.3715885,-71.0670954,42.3712858,-71.0665838
Saville Street,42.382978,-71.133978,42.382726,-71.133412
Lakeview Avenue,42.3841816,-71.1411541,42.3842346,-71.1411495
Norris Street,42.396006,-71.1287431,42.396057,-71.128654
Dr. Paul Dudley White Path,42.3536743,-71.1104215,42.3536896,-71.1104773
Soldiers Field Road,42.3518823,-71.1115825,42.351807,-71.110577
Dr. Paul Dudley White Path,42.3654761,-71.1438391,42.36546,-71.1439585
Telford Street,42.3638737,-71.1375655,42.3639613,-71.1375865
Cambridgepark Drive,42.3946405,-71.1410444,42.3946325,-71.140944
Waterhouse Street,42.3774226,-71.1223971,42.3774635,-71.1222498
Pilgrim Street,42.3612526,-71.1025639,42.3612744,-71.1025826
Cambridge Street,42.375263,-71.112743,42.375203,-71.112266
Broadway,42.3644963,-71.0884698,42.3645289,-71.0885469
Winslow Street,42.38381,-71.130499,42.384185,-71.130201
Massachusetts Avenue,42.3590418,-71.0935763,42.3589248,-71.0934942
Norfolk Street,42.369642,-71.098344,42.368959,-71.098737
Howard Street,42.36539,-71.110873,42.366409,-71.11103
Royal Avenue,42.381925,-71.132665,42.382394,-71.132294
Fitchburg Cutoff Path,42.395657,-71.1440314,42.3956834,-71.1440319
Memorial Drive,42.3673656,-71.1161817,42.367511,-71.116229
Oxford Avenue,42.377309,-71.155815,42.378147,-71.155396
Fresh Pond Bikeway,42.3878675,-71.1432742,42.3879133,-71.1433602
Massachusetts Avenue,42.359553,-71.0940515,42.3594933,-71.0939874
Clary Street,42.37418,-71.098633,42.373859,-71.097803
Ellington Road,42.395344,-71.119399,42.395388,-71.119371
Elm Street,42.369327,-71.097547,42.368921,-71.097782
Columbus Avenue,42.400127,-71.136613,42.400357,-71.136132
Western Avenue,42.364827,-71.109892,42.364756,-71.110773
Western Avenue,42.363381,-71.13381,42.363396,-71.133585
Dorothy Road,42.401623,-71.151192,42.401618,-71.151156
Sidney Street,42.359393,-71.103613,42.358868,-71.104276
Central Street,42.390497,-71.1019678,42.390538,-71.101941
Gateway Park,42.397898,-71.074225,42.39775,-71.074226
Smith Place,42.394106,-71.150227,42.394155,-71.150244
Broadway,42.3755773,-71.1159777,42.375539,-71.115726
Erie Street,42.360057,-71.107667,42.359151,-71.106153
Pearl Street,42.358263,-71.109585,42.357534,-71.110362
Monsignor O'Brien Highway,42.3717775,-71.0782644,42.3716063,-71.0778267
Longfellow Bridge,42.361342,-71.0719785,42.3618879,-71.0792524
Albany Street,42.3580531,-71.1020018,42.3581612,-71.1017634
Lexington Avenue,42.383104,-71.142131,42.3834405,-71.1422665
Mystic Way,42.3987662,-71.0837728,42.3987038,-71.0837916
Meacham Street,42.397566,-71.096421,42.397311,-71.095887
Gore Street,42.372297,-71.0841,42.372251,-71.083721
Holworthy Street,42.376931,-71.150432,42.377169,-71.150514
Jackson Place,42.3914686,-71.1353173,42.3914724,-71.1351988
Community Path,42.369542,-71.067715,42.369422,-71.067483
Norfolk Street,42.3679082,-71.0994404,42.367847,-71.099484
Broadway,42.397775,-71.105706,42.397566,-71.105048
Massachusetts Avenue,42.400574,-71.135112,42.4007323,-71.1354431
Memorial Drive,42.3614523,-71.0802386,42.3610919,-71.0815932
Aberdeen Avenue,42.376919,-71.146426,42.376924,-71.146428
Middlesex Avenue,42.3959969,-71.0840372,42.3956902,-71.0838776
Dr. Paul Dudley White Path,42.3527678,-71.0859471,42.3529178,-71.0854186
