lat,lng
42.4102766769,-71.0891210045
42.4102766726,-71.0881253645
42.4102766683,-71.0871297246
42.410276664,-71.0861340847
42.4102766597,-71.0851384447
42.4102766554,-71.0841428048
42.4102766511,-71.0831471648
42.4102766468,-71.0821515249
42.4102766425,-71.081155885
42.4102766382,-71.080160245
42.4102766338,-71.0791646051
42.4102766295,-71.0781689652
42.4102766252,-71.0771733252
42.4102766209,-71.0761776853
42.4102766166,-71.0751820453
42.4102766123,-71.0741864054
42.410276608,-71.0731907655
42.4102766037,-71.0721951255
42.4102765994,-71.0711994856
42.4102765951,-71.0702038457
42.4102765908,-71.0692082057
42.4102765865,-71.0682125658
42.4102765822,-71.0672169259
42.4102765778,-71.0662212859
42.4102765735,-71.065225646
42.4102765692,-71.064230006
42.4096987757,-71.1627983692
42.4096987714,-71.1618027385
42.4096987671,-71.1608071077
42.4096987628,-71.1598114769
42.4096987585,-71.1588158462
42.4096987542,-71.1578202154
42.4096987498,-71.1568245846
42.4096987455,-71.1558289539
42.4096987412,-71.1548333231
42.4096987369,-71.1538376924
42.4096987326,-71.1528420616
42.4096987283,-71.1518464308
42.409698724,-71.1508508001
42.4096987197,-71.1498551693
42.4096987154,-71.1488595385
42.4096987111,-71.1478639078
42.4096987068,-71.146868277
42.4096987025,-71.1458726462
42.4096986982,-71.1448770155
42.4096986938,-71.1438813847
42.4096986895,-71.142885754
42.4096986852,-71.1418901232
42.4096986809,-71.1408944924
42.4096986766,-71.1398988617
42.4096986723,-71.1389032309
42.409698668,-71.1379076001
42.4096986637,-71.1369119694
42.4096986594,-71.1359163386
42.4096986551,-71.1349207078
42.4096986508,-71.1339250771
42.4096986465,-71.1329294463
42.4096986422,-71.1319338156
42.4096986378,-71.1309381848
42.4096986335,-71.129942554
42.4096986292,-71.1289469233
42.4096986249,-71.1279512925
42.4096986206,-71.1269556617
42.4096986163,-71.125960031
42.409698612,-71.1249644002
42.4096986077,-71.1239687695
42.4096986034,-71.1229731387
42.4096985991,-71.1219775079
42.4096985948,-71.1209818772
42.4096985905,-71.1199862464
42.4096985862,-71.1189906157
42.4096985819,-71.1179949849
42.4096985775,-71.1169993541
42.4096985732,-71.1160037234
42.4096985689,-71.1150080926
42.4096985646,-71.1140124618
42.4096985603,-71.1130168311
42.409698556,-71.1120212003
42.4096985517,-71.1110255696
42.4096985474,-71.1100299388
42.4096985431,-71.109034308
42.4096985388,-71.1080386773
42.4096985345,-71.1070430465
42.4096985302,-71.1060474158
42.4096985259,-71.105051785
42.4096985215,-71.1040561542
42.4096985172,-71.1030605235
42.4096985129,-71.1020648927
42.4096985086,-71.101069262
42.4096985043,-71.1000736312
42.4096985,-71.0990780004
42.4096984957,-71.0980823697
42.4096984914,-71.0970867389
42.4096984871,-71.0960911082
42.4096984828,-71.0950954774
42.4096984785,-71.0940998466
42.4096984742,-71.0931042159
42.4096984699,-71.0921085851
42.4096984655,-71.0911129544
42.4096984612,-71.0901173236
42.4096984569,-71.0891216928
42.4096984526,-71.0881260621
42.4096984483,-71.0871304313
42.409698444,-71.0861348006
42.4096984397,-71.0851391698
42.4096984354,-71.084143539
42.4096984311,-71.0831479083
42.4096984268,-71.0821522775
42.4096984225,-71.0811566468
42.4096984182,-71.080161016
42.4096984139,-71.0791653852
42.4096984095,-71.0781697545
42.4096984052,-71.0771741237
42.4096984009,-71.076178493
42.4096983966,-71.0751828622
42.4096983923,-71.0741872314
42.409698388,-71.0731916007
42.4096983837,-71.0721959699
42.4096983794,-71.0712003392
42.4096983751,-71.0702047084
42.4096983708,-71.0692090777
42.4096983665,-71.0682134469
42.4096983622,-71.0672178161
42.4096983579,-71.0662221854
42.4096983535,-71.0652265546
42.4096983492,-71.0642309239
42.4091205557,-71.1627983784
42.4091205514,-71.1618027568
42.4091205471,-71.1608071352
42.4091205428,-71.1598115137
42.4091205385,-71.1588158921
42.4091205342,-71.1578202705
42.4091205298,-71.1568246489
42.4091205255,-71.1558290273
42.4091205212,-71.1548334057
42.4091205169,-71.1538377841
42.4091205126,-71.1528421625
42.4091205083,-71.151846541
42.409120504,-71.1508509194
42.4091204997,-71.1498552978
42.4091204954,-71.1488596762
42.4091204911,-71.1478640546
42.4091204868,-71.146868433
42.4091204825,-71.1458728114
42.4091204782,-71.1448771899
42.4091204738,-71.1438815683
42.4091204695,-71.1428859467
42.4091204652,-71.1418903251
42.4091204609,-71.1408947035
42.4091204566,-71.1398990819
42.4091204523,-71.1389034603
42.409120448,-71.1379078388
42.4091204437,-71.1369122172
42.4091204394,-71.1359165956
42.4091204351,-71.134920974
42.4091204308,-71.1339253524
42.4091204265,-71.1329297308
42.4091204222,-71.1319341093
42.4091204179,-71.1309384877
42.4091204135,-71.1299428661
42.4091204092,-71.1289472445
42.4091204049,-71.1279516229
42.4091204006,-71.1269560013
42.4091203963,-71.1259603797
42.409120392,-71.1249647582
42.4091203877,-71.1239691366
42.4091203834,-71.122973515
42.4091203791,-71.1219778934
42.4091203748,-71.1209822718
42.4091203705,-71.1199866502
42.4091203662,-71.1189910287
42.4091203619,-71.1179954071
42.4091203575,-71.1169997855
42.4091203532,-71.1160041639
42.4091203489,-71.1150085423
42.4091203446,-71.1140129207
42.4091203403,-71.1130172992
42.409120336,-71.1120216776
42.4091203317,-71.111026056
42.4091203274,-71.1100304344
42.4091203231,-71.1090348128
42.4091203188,-71.1080391912
42.4091203145,-71.1070435697
42.4091203102,-71.1060479481
42.4091203059,-71.1050523265
42.4091203015,-71.1040567049
42.4091202972,-71.1030610833
42.4091202929,-71.1020654617
42.4091202886,-71.1010698402
42.4091202843,-71.1000742186
42.40912028,-71.099078597
42.4091202757,-71.0980829754
42.4091202714,-71.0970873538
42.4091202671,-71.0960917322
42.4091202628,-71.0950961107
42.4091202585,-71.0941004891
42.4091202542,-71.0931048675
42.4091202499,-71.0921092459
42.4091202456,-71.0911136243
42.4091202412,-71.0901180028
42.4091202369,-71.0891223812
42.4091202326,-71.0881267596
42.4091202283,-71.087131138
42.409120224,-71.0861355164
42.4091202197,-71.0851398948
42.4091202154,-71.0841442733
42.4091202111,-71.0831486517
42.4091202068,-71.0821530301
42.4091202025,-71.0811574085
42.4091201982,-71.0801617869
42.4091201939,-71.0791661654
42.4091201896,-71.0781705438
42.4091201852,-71.0771749222
42.4091201809,-71.0761793006
42.4091201766,-71.075183679
42.4091201723,-71.0741880574
42.409120168,-71.0731924359
42.4091201637,-71.0721968143
42.4091201594,-71.0712011927
42.4091201551,-71.0702055711
42.4091201508,-71.0692099495
42.4091201465,-71.068214328
42.4091201422,-71.0672187064
42.4091201379,-71.0662230848
42.4091201336,-71.0652274632
42.4091201292,-71.0642318416
42.4085423357,-71.1627983876
42.4085423314,-71.1618027752
42.4085423271,-71.1608071628
42.4085423228,-71.1598115504
42.4085423185,-71.158815938
42.4085423142,-71.1578203255
42.4085423098,-71.1568247131
42.4085423055,-71.1558291007
42.4085423012,-71.1548334883
42.4085422969,-71.1538378759
42.4085422926,-71.1528422635
42.4085422883,-71.1518466511
42.408542284,-71.1508510387
42.4085422797,-71.1498554263
42.4085422754,-71.1488598139
42.4085422711,-71.1478642015
42.4085422668,-71.146868589
42.4085422625,-71.1458729766
42.4085422582,-71.1448773642
42.4085422539,-71.1438817518
42.4085422495,-71.1428861394
42.4085422452,-71.141890527
42.4085422409,-71.1408949146
42.4085422366,-71.1398993022
42.4085422323,-71.1389036898
42.408542228,-71.1379080774
42.4085422237,-71.136912465
42.4085422194,-71.1359168526
42.4085422151,-71.1349212402
42.4085422108,-71.1339256277
42.4085422065,-71.1329300153
42.4085422022,-71.1319344029
42.4085421979,-71.1309387905
42.4085421935,-71.1299431781
42.4085421892,-71.1289475657
42.4085421849,-71.1279519533
42.4085421806,-71.1269563409
42.4085421763,-71.1259607285
42.408542172,-71.1249651161
42.4085421677,-71.1239695037
42.4085421634,-71.1229738913
42.4085421591,-71.1219782789
42.4085421548,-71.1209826665
42.4085421505,-71.1199870541
42.4085421462,-71.1189914416
42.4085421419,-71.1179958292
42.4085421376,-71.1170002168
42.4085421332,-71.1160046044
42.4085421289,-71.115008992
42.4085421246,-71.1140133796
42.4085421203,-71.1130177672
42.408542116,-71.1120221548
42.4085421117,-71.1110265424
42.4085421074,-71.11003093
42.4085421031,-71.1090353176
42.4085420988,-71.1080397052
42.4085420945,-71.1070440928
42.4085420902,-71.1060484804
42.4085420859,-71.105052868
42.4085420816,-71.1040572556
42.4085420772,-71.1030616432
42.4085420729,-71.1020660307
42.4085420686,-71.1010704183
42.4085420643,-71.1000748059
42.40854206,-71.0990791935
42.4085420557,-71.0980835811
42.4085420514,-71.0970879687
42.4085420471,-71.0960923563
42.4085420428,-71.0950967439
42.4085420385,-71.0941011315
42.4085420342,-71.0931055191
42.4085420299,-71.0921099067
42.4085420256,-71.0911142943
42.4085420212,-71.0901186819
42.4085420169,-71.0891230695
42.4085420126,-71.0881274571
42.4085420083,-71.0871318447
42.408542004,-71.0861362323
42.4085419997,-71.0851406199
42.4085419954,-71.0841450075
42.4085419911,-71.0831493951
42.4085419868,-71.0821537827
42.4085419825,-71.0811581703
42.4085419782,-71.0801625579
42.4085419739,-71.0791669454
42.4085419696,-71.078171333
42.4085419653,-71.0771757206
42.4085419609,-71.0761801082
42.4085419566,-71.0751844958
42.4085419523,-71.0741888834
42.408541948,-71.073193271
42.4085419437,-71.0721976586
42.4085419394,-71.0712020462
42.4085419351,-71.0702064338
42.4085419308,-71.0692108214
42.4085419265,-71.068215209
42.4085419222,-71.0672195966
42.4085419179,-71.0662239842
42.4085419136,-71.0652283718
42.4085419093,-71.0642327594
42.4079641157,-71.1627983968
42.4079641114,-71.1618027935
42.4079641071,-71.1608071903
42.4079641028,-71.1598115871
42.4079640985,-71.1588159838
42.4079640942,-71.1578203806
42.4079640898,-71.1568247774
42.4079640855,-71.1558291741
42.4079640812,-71.1548335709
42.4079640769,-71.1538379677
42.4079640726,-71.1528423645
42.4079640683,-71.1518467612
42.407964064,-71.150851158
42.4079640597,-71.1498555548
42.4079640554,-71.1488599515
42.4079640511,-71.1478643483
42.4079640468,-71.1468687451
42.4079640425,-71.1458731418
42.4079640382,-71.1448775386
42.4079640339,-71.1438819354
42.4079640295,-71.1428863321
42.4079640252,-71.1418907289
42.4079640209,-71.1408951257
42.4079640166,-71.1398995224
42.4079640123,-71.1389039192
42.407964008,-71.137908316
42.4079640037,-71.1369127128
42.4079639994,-71.1359171095
42.4079639951,-71.1349215063
42.4079639908,-71.1339259031
42.4079639865,-71.1329302998
42.4079639822,-71.1319346966
42.4079639779,-71.1309390934
42.4079639736,-71.1299434901
42.4079639692,-71.1289478869
42.4079639649,-71.1279522837
42.4079639606,-71.1269566805
42.4079639563,-71.1259610772
42.407963952,-71.124965474
42.4079639477,-71.1239698708
42.4079639434,-71.1229742675
42.4079639391,-71.1219786643
42.4079639348,-71.1209830611
42.4079639305,-71.1199874579
42.4079639262,-71.1189918546
42.4079639219,-71.1179962514
42.4079639176,-71.1170006482
42.4079639132,-71.1160050449
42.4079639089,-71.1150094417
42.4079639046,-71.1140138385
42.4079639003,-71.1130182353
42.407963896,-71.112022632
42.4079638917,-71.1110270288
42.4079638874,-71.1100314256
42.4079638831,-71.1090358223
42.4079638788,-71.1080402191
42.4079638745,-71.1070446159
42.4079638702,-71.1060490127
42.4079638659,-71.1050534094
42.4079638616,-71.1040578062
42.4079638573,-71.103062203
42.4079638529,-71.1020665997
42.4079638486,-71.1010709965
42.4079638443,-71.1000753933
42.40796384,-71.0990797901
42.4079638357,-71.0980841868
42.4079638314,-71.0970885836
42.4079638271,-71.0960929804
42.4079638228,-71.0950973771
42.4079638185,-71.0941017739
42.4079638142,-71.0931061707
42.4079638099,-71.0921105675
42.4079638056,-71.0911149642
42.4079638013,-71.090119361
42.4079637969,-71.0891237578
42.4079637926,-71.0881281546
42.4079637883,-71.0871325513
42.407963784,-71.0861369481
42.4079637797,-71.0851413449
42.4079637754,-71.0841457416
42.4079637711,-71.0831501384
42.4079637668,-71.0821545352
42.4079637625,-71.081158932
42.4079637582,-71.0801633287
42.4079637539,-71.0791677255
42.4079637496,-71.0781721223
42.4079637453,-71.0771765191
42.407963741,-71.0761809158
42.4079637366,-71.0751853126
42.4079637323,-71.0741897094
42.407963728,-71.0731941062
42.4079637237,-71.0721985029
42.4079637194,-71.0712028997
42.4079637151,-71.0702072965
42.4079637108,-71.0692116933
42.4079637065,-71.06821609
42.4079637022,-71.0672204868
42.4079636979,-71.0662248836
42.4079636936,-71.0652292804
42.4079636893,-71.0642336771
42.4073858957,-71.1627984059
42.4073858914,-71.1618028119
42.4073858871,-71.1608072178
42.4073858828,-71.1598116238
42.4073858785,-71.1588160297
42.4073858742,-71.1578204357
42.4073858698,-71.1568248416
42.4073858655,-71.1558292476
42.4073858612,-71.1548336535
42.4073858569,-71.1538380595
42.4073858526,-71.1528424654
42.4073858483,-71.1518468713
42.407385844,-71.1508512773
42.4073858397,-71.1498556832
42.4073858354,-71.1488600892
42.4073858311,-71.1478644951
42.4073858268,-71.1468689011
42.4073858225,-71.145873307
42.4073858182,-71.144877713
42.4073858139,-71.1438821189
42.4073858095,-71.1428865249
42.4073858052,-71.1418909308
42.4073858009,-71.1408953368
42.4073857966,-71.1398997427
42.4073857923,-71.1389041486
42.407385788,-71.1379085546
42.4073857837,-71.1369129605
42.4073857794,-71.1359173665
42.4073857751,-71.1349217724
42.4073857708,-71.1339261784
42.4073857665,-71.1329305843
42.4073857622,-71.1319349903
42.4073857579,-71.1309393962
42.4073857536,-71.1299438022
42.4073857492,-71.1289482081
42.4073857449,-71.1279526141
42.4073857406,-71.12695702
42.4073857363,-71.125961426
42.407385732,-71.1249658319
42.4073857277,-71.1239702379
42.4073857234,-71.1229746438
42.4073857191,-71.1219790497
42.4073857148,-71.1209834557
42.4073857105,-71.1199878616
42.4073857062,-71.1189922676
42.4073857019,-71.1179966735
42.4073856976,-71.1170010795
42.4073856933,-71.1160054854
42.4073856889,-71.1150098914
42.4073856846,-71.1140142973
42.4073856803,-71.1130187033
42.407385676,-71.1120231092
42.4073856717,-71.1110275152
42.4073856674,-71.1100319211
42.4073856631,-71.1090363271
42.4073856588,-71.108040733
42.4073856545,-71.107045139
42.4073856502,-71.1060495449
42.4073856459,-71.1050539509
42.4073856416,-71.1040583568
42.4073856373,-71.1030627628
42.4073856329,-71.1020671687
42.4073856286,-71.1010715747
42.4073856243,-71.1000759806
42.40738562,-71.0990803866
42.4073856157,-71.0980847925
42.4073856114,-71.0970891985
42.4073856071,-71.0960936044
42.4073856028,-71.0950980104
42.4073855985,-71.0941024163
42.4073855942,-71.0931068223
42.4073855899,-71.0921112282
42.4073855856,-71.0911156342
42.4073855813,-71.0901200401
42.407385577,-71.0891244461
42.4073855726,-71.088128852
42.4073855683,-71.087133258
42.407385564,-71.0861376639
42.4073855597,-71.0851420699
42.4073855554,-71.0841464758
42.4073855511,-71.0831508818
42.4073855468,-71.0821552877
42.4073855425,-71.0811596937
42.4073855382,-71.0801640996
42.4073855339,-71.0791685056
42.4073855296,-71.0781729115
42.4073855253,-71.0771773175
42.407385521,-71.0761817234
42.4073855167,-71.0751861294
42.4073855123,-71.0741905353
42.407385508,-71.0731949413
42.4073855037,-71.0721993472
42.4073854994,-71.0712037532
42.4073854951,-71.0702081591
42.4073854908,-71.0692125651
42.4073854865,-71.068216971
42.4073854822,-71.067221377
42.4073854779,-71.0662257829
42.4073854736,-71.0652301889
42.4073854693,-71.0642345948
42.4068076757,-71.1627984151
42.4068076714,-71.1618028302
42.4068076671,-71.1608072454
42.4068076628,-71.1598116605
42.4068076585,-71.1588160756
42.4068076542,-71.1578204907
42.4068076498,-71.1568249059
42.4068076455,-71.155829321
42.4068076412,-71.1548337361
42.4068076369,-71.1538381512
42.4068076326,-71.1528425663
42.4068076283,-71.1518469815
42.406807624,-71.1508513966
42.4068076197,-71.1498558117
42.4068076154,-71.1488602268
42.4068076111,-71.147864642
42.4068076068,-71.1468690571
42.4068076025,-71.1458734722
42.4068075982,-71.1448778873
42.4068075939,-71.1438823024
42.4068075895,-71.1428867176
42.4068075852,-71.1418911327
42.4068075809,-71.1408955478
42.4068075766,-71.1398999629
42.4068075723,-71.1389043781
42.406807568,-71.1379087932
42.4068075637,-71.1369132083
42.4068075594,-71.1359176234
42.4068075551,-71.1349220386
42.4068075508,-71.1339264537
42.4068075465,-71.1329308688
42.4068075422,-71.1319352839
42.4068075379,-71.1309396991
42.4068075336,-71.1299441142
42.4068075292,-71.1289485293
42.4068075249,-71.1279529444
42.4068075206,-71.1269573595
42.4068075163,-71.1259617747
42.406807512,-71.1249661898
42.4068075077,-71.1239706049
42.4068075034,-71.12297502
42.4068074991,-71.1219794352
42.4068074948,-71.1209838503
42.4068074905,-71.1199882654
42.4068074862,-71.1189926805
42.4068074819,-71.1179970957
42.4068074776,-71.1170015108
42.4068074733,-71.1160059259
42.4068074689,-71.115010341
42.4068074646,-71.1140147562
42.4068074603,-71.1130191713
42.406807456,-71.1120235864
42.4068074517,-71.1110280015
42.4068074474,-71.1100324167
42.4068074431,-71.1090368318
42.4068074388,-71.1080412469
42.4068074345,-71.107045662
42.4068074302,-71.1060500772
42.4068074259,-71.1050544923
42.4068074216,-71.1040589074
42.4068074173,-71.1030633225
42.406807413,-71.1020677377
42.4068074086,-71.1010721528
42.4068074043,-71.1000765679
42.4068074,-71.0990809831
42.4068073957,-71.0980853982
42.4068073914,-71.0970898133
42.4068073871,-71.0960942284
42.4068073828,-71.0950986436
42.4068073785,-71.0941030587
42.4068073742,-71.0931074738
42.4068073699,-71.0921118889
42.4068073656,-71.0911163041
42.4068073613,-71.0901207192
42.406807357,-71.0891251343
42.4068073527,-71.0881295494
42.4068073483,-71.0871339646
42.406807344,-71.0861383797
42.4068073397,-71.0851427948
42.4068073354,-71.08414721
42.4068073311,-71.0831516251
42.4068073268,-71.0821560402
42.4068073225,-71.0811604553
42.4068073182,-71.0801648705
42.4068073139,-71.0791692856
42.4068073096,-71.0781737007
42.4068073053,-71.0771781158
42.406807301,-71.076182531
42.4068072967,-71.0751869461
42.4068072924,-71.0741913612
42.406807288,-71.0731957764
42.4068072837,-71.0722001915
42.4068072794,-71.0712046066
42.4068072751,-71.0702090217
42.4068072708,-71.0692134369
42.4068072665,-71.068217852
42.4068072622,-71.0672222671
42.4068072579,-71.0662266823
42.4068072536,-71.0652310974
42.4068072493,-71.0642355125
42.4062294557,-71.1627984243
42.4062294514,-71.1618028486
42.4062294471,-71.1608072729
42.4062294428,-71.1598116972
42.4062294385,-71.1588161215
42.4062294342,-71.1578205458
42.4062294299,-71.1568249701
42.4062294255,-71.1558293944
42.4062294212,-71.1548338187
42.4062294169,-71.153838243
42.4062294126,-71.1528426673
42.4062294083,-71.1518470916
42.406229404,-71.1508515159
42.4062293997,-71.1498559402
42.4062293954,-71.1488603645
42.4062293911,-71.1478647888
42.4062293868,-71.1468692131
42.4062293825,-71.1458736374
42.4062293782,-71.1448780617
42.4062293739,-71.143882486
42.4062293696,-71.1428869103
42.4062293652,-71.1418913346
42.4062293609,-71.1408957589
42.4062293566,-71.1399001832
42.4062293523,-71.1389046075
42.406229348,-71.1379090318
42.4062293437,-71.1369134561
42.4062293394,-71.1359178804
42.4062293351,-71.1349223047
42.4062293308,-71.133926729
42.4062293265,-71.1329311533
42.4062293222,-71.1319355776
42.4062293179,-71.1309400019
42.4062293136,-71.1299444262
42.4062293093,-71.1289488505
42.4062293049,-71.1279532748
42.4062293006,-71.1269576991
42.4062292963,-71.1259621234
42.406229292,-71.1249665477
42.4062292877,-71.123970972
42.4062292834,-71.1229753963
42.4062292791,-71.1219798206
42.4062292748,-71.1209842449
42.4062292705,-71.1199886692
42.4062292662,-71.1189930935
42.4062292619,-71.1179975178
42.4062292576,-71.1170019421
42.4062292533,-71.1160063664
42.406229249,-71.1150107907
42.4062292446,-71.114015215
42.4062292403,-71.1130196393
42.406229236,-71.1120240636
42.4062292317,-71.1110284879
42.4062292274,-71.1100329122
42.4062292231,-71.1090373365
42.4062292188,-71.1080417608
42.4062292145,-71.1070461851
42.4062292102,-71.1060506094
42.4062292059,-71.1050550337
42.4062292016,-71.104059458
42.4062291973,-71.1030638823
42.406229193,-71.1020683066
42.4062291887,-71.1010727309
42.4062291843,-71.1000771552
42.40622918,-71.0990815795
42.4062291757,-71.0980860038
42.4062291714,-71.0970904281
42.4062291671,-71.0960948524
42.4062291628,-71.0950992767
42.4062291585,-71.094103701
42.4062291542,-71.0931081253
42.4062291499,-71.0921125496
42.4062291456,-71.0911169739
42.4062291413,-71.0901213983
42.406229137,-71.0891258226
42.4062291327,-71.0881302469
42.4062291284,-71.0871346712
42.406229124,-71.0861390955
42.4062291197,-71.0851435198
42.4062291154,-71.0841479441
42.4062291111,-71.0831523684
42.4062291068,-71.0821567927
42.4062291025,-71.081161217
42.4062290982,-71.0801656413
42.4062290939,-71.0791700656
42.4062290896,-71.0781744899
42.4062290853,-71.0771789142
42.406229081,-71.0761833385
42.4062290767,-71.0751877628
42.4062290724,-71.0741921871
42.4062290681,-71.0731966114
42.4062290637,-71.0722010357
42.4062290594,-71.07120546
42.4062290551,-71.0702098843
42.4062290508,-71.0692143086
42.4062290465,-71.0682187329
42.4062290422,-71.0672231572
42.4062290379,-71.0662275815
42.4062290336,-71.0652320059
42.4062290293,-71.0642364302
42.4056512357,-71.1627984335
42.4056512314,-71.1618028669
42.4056512271,-71.1608073004
42.4056512228,-71.1598117339
42.4056512185,-71.1588161674
42.4056512142,-71.1578206008
42.4056512099,-71.1568250343
42.4056512055,-71.1558294678
42.4056512012,-71.1548339013
42.4056511969,-71.1538383347
42.4056511926,-71.1528427682
42.4056511883,-71.1518472017
42.405651184,-71.1508516352
42.4056511797,-71.1498560686
42.4056511754,-71.1488605021
42.4056511711,-71.1478649356
42.4056511668,-71.1468693691
42.4056511625,-71.1458738025
42.4056511582,-71.144878236
42.4056511539,-71.1438826695
42.4056511496,-71.142887103
42.4056511452,-71.1418915365
42.4056511409,-71.1408959699
42.4056511366,-71.1399004034
42.4056511323,-71.1389048369
42.405651128,-71.1379092704
42.4056511237,-71.1369137038
42.4056511194,-71.1359181373
42.4056511151,-71.1349225708
42.4056511108,-71.1339270043
42.4056511065,-71.1329314377
42.4056511022,-71.1319358712
42.4056510979,-71.1309403047
42.4056510936,-71.1299447382
42.4056510893,-71.1289491716
42.4056510849,-71.1279536051
42.4056510806,-71.1269580386
42.4056510763,-71.1259624721
42.405651072,-71.1249669056
42.4056510677,-71.123971339
42.4056510634,-71.1229757725
42.4056510591,-71.121980206
42.4056510548,-71.1209846395
42.4056510505,-71.1199890729
42.4056510462,-71.1189935064
42.4056510419,-71.1179979399
42.4056510376,-71.1170023734
42.4056510333,-71.1160068068
42.405651029,-71.1150112403
42.4056510247,-71.1140156738
42.4056510203,-71.1130201073
42.405651016,-71.1120245408
42.4056510117,-71.1110289742
42.4056510074,-71.1100334077
42.4056510031,-71.1090378412
42.4056509988,-71.1080422747
42.4056509945,-71.1070467082
42.4056509902,-71.1060511416
42.4056509859,-71.1050555751
42.4056509816,-71.1040600086
42.4056509773,-71.1030644421
42.405650973,-71.1020688755
42.4056509687,-71.101073309
42.4056509644,-71.1000777425
42.40565096,-71.099082176
42.4056509557,-71.0980866095
42.4056509514,-71.0970910429
42.4056509471,-71.0960954764
42.4056509428,-71.0950999099
42.4056509385,-71.0941043434
42.4056509342,-71.0931087769
42.4056509299,-71.0921132103
42.4056509256,-71.0911176438
42.4056509213,-71.0901220773
42.405650917,-71.0891265108
42.4056509127,-71.0881309442
42.4056509084,-71.0871353777
42.4056509041,-71.0861398112
42.4056508997,-71.0851442447
42.4056508954,-71.0841486782
42.4056508911,-71.0831531116
42.4056508868,-71.0821575451
42.4056508825,-71.0811619786
42.4056508782,-71.0801664121
42.4056508739,-71.0791708456
42.4056508696,-71.078175279
42.4056508653,-71.0771797125
42.405650861,-71.076184146
42.4056508567,-71.0751885795
42.4056508524,-71.074193013
42.4056508481,-71.0731974465
42.4056508438,-71.0722018799
42.4056508394,-71.0712063134
42.4056508351,-71.0702107469
42.4056508308,-71.0692151804
42.4056508265,-71.0682196139
42.4056508222,-71.0672240473
42.4056508179,-71.0662284808
42.4056508136,-71.0652329143
42.4056508093,-71.0642373478
42.4050730157,-71.1627984427
42.4050730114,-71.1618028853
42.4050730071,-71.160807328
42.4050730028,-71.1598117706
42.4050729985,-71.1588162133
42.4050729942,-71.1578206559
42.4050729899,-71.1568250986
42.4050729855,-71.1558295412
42.4050729812,-71.1548339839
42.4050729769,-71.1538384265
42.4050729726,-71.1528428692
42.4050729683,-71.1518473118
42.405072964,-71.1508517545
42.4050729597,-71.1498561971
42.4050729554,-71.1488606398
42.4050729511,-71.1478650824
42.4050729468,-71.1468695251
42.4050729425,-71.1458739677
42.4050729382,-71.1448784104
42.4050729339,-71.143882853
42.4050729296,-71.1428872957
42.4050729252,-71.1418917383
42.4050729209,-71.140896181
42.4050729166,-71.1399006236
42.4050729123,-71.1389050663
42.405072908,-71.1379095089
42.4050729037,-71.1369139516
42.4050728994,-71.1359183942
42.4050728951,-71.1349228369
42.4050728908,-71.1339272795
42.4050728865,-71.1329317222
42.4050728822,-71.1319361648
42.4050728779,-71.1309406075
42.4050728736,-71.1299450502
42.4050728693,-71.1289494928
42.405072865,-71.1279539355
42.4050728606,-71.1269583781
42.4050728563,-71.1259628208
42.405072852,-71.1249672634
42.4050728477,-71.1239717061
42.4050728434,-71.1229761487
42.4050728391,-71.1219805914
