lat,lng,name
40.705664, -74.014378,Financial District
40.736628, -74.008541, West Village
40.745732, -73.975411, Murray Hill
40.756396, -73.984681, Midtown
40.772518, -73.956356, Upper East Side
40.788896, -73.975411, Upper West Side
40.813196, -73.943482, Harlem
40.841642, -73.941937, Washington Heights
