2012,Hampshire St
2012,Broadway,Elm St
2012,Hampshire St,Broadway
2012,Walden St,Massachusetts Ave
2012,Massachusetts Ave,Davenport St
2012,Putnam Ave,Western Ave
2012,Amory St,Broadway
2012,Massachusetts Ave
2012,Massachusetts Ave
2012,Brattle St,Mount Auburn St
2012,Springfield St,Cambridge St
2012,Bristol St,Hampshire St
2012,Broadway
2012,Rice St,Massachusetts Ave
2012,Reservoir St,Huron Ave
2012,Raymond St,Walden St
2012,Springfield St,Cambridge St
2012,Exeter Park,Massachusetts Ave
2012,Massachusetts Ave
2012,Landsdowne St,Massachusetts Ave
2012,Windsor St,Massachusetts Ave
2012,Tremont St,Hampshire St
2012,Norfolk St,Massachusetts Ave
2012,Willow St,Cambridge St
