start_lat,start_lng,end_lat,end_lng,name
37.7229128,-122.4447991,37.7249813,-122.4431054,San Jose Avenue
37.7249813,-122.4431054,37.7249827,-122.4450576,Sgt John V Young St
37.7249827,-122.4450576,37.7262701,-122.4452415,Havelock St
37.7262701,-122.4452415,37.7266888,-122.4465567,Havelock St
37.7266888,-122.4465567,37.7282767,-122.4465693,Edna St
37.7282767,-122.4465693,37.7282723,-122.4468875,Judson Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7274866,-122.4411621,San Jose Avenue
37.7274866,-122.4411621,37.7282557,-122.4442001,Paulding St
37.7282557,-122.4442001,37.7282731,-122.4456003,Judson Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7274866,-122.4411621,San Jose Avenue
37.7274866,-122.4411621,37.7282557,-122.4442001,Paulding St
37.7282557,-122.4442001,37.7284944,-122.444288,Detroit St
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7274866,-122.4411621,San Jose Avenue
37.7274866,-122.4411621,37.7282813,-122.443082,Paulding St
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7279857,-122.4408171,San Jose Avenue
37.7279857,-122.4408171,37.7283931,-122.4417869,Nantucket Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7284727,-122.4403717,San Jose Avenue
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7289026,-122.4400035,San Jose Avenue
37.7289026,-122.4400035,37.7284505,-122.4391695,Santa Rosa Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7289026,-122.4400035,San Jose Avenue
37.7289026,-122.4400035,37.728156,-122.438635,Santa Rosa Ave
37.728156,-122.438635,37.7285922,-122.437936,San Gabriel Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7235945,-122.4388229,Ocean Ave
37.7235945,-122.4388229,37.728266,-122.4361184,Cayuga Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7235945,-122.4388229,Ocean Ave
37.7235945,-122.4388229,37.728671,-122.43575,Cayuga Ave
37.728671,-122.43575,37.728377,-122.4353527,Cotter St
37.7229214,-122.4449723,37.7229185,-122.4516208,Ocean Ave
37.7229185,-122.4516208,37.7230769,-122.4516988,Geneva Ave
37.7230769,-122.4516988,37.7231583,-122.4523301,Ocean Ave
37.7231583,-122.4523301,37.7256659,-122.4523639,Phelan Ave
37.7256659,-122.4523639,37.725675,-122.452616,
37.725675,-122.452616,37.7269314,-122.4526348,
37.7269314,-122.4526348,37.7270924,-122.4527556,
37.7270924,-122.4527556,37.727266,-122.4527576,
37.727266,-122.4527576,37.7272665,-122.4533597,
37.7229214,-122.4449723,37.7229185,-122.4516208,Ocean Ave
37.7229185,-122.4516208,37.7230769,-122.4516988,Geneva Ave
37.7230769,-122.4516988,37.7231583,-122.4523301,Ocean Ave
37.7231583,-122.4523301,37.7273596,-122.4523754,Phelan Ave
37.7273596,-122.4523754,37.7273573,-122.4522705,
37.7273573,-122.4522705,37.7274636,-122.4522732,
37.7274636,-122.4522732,37.7274634,-122.452066,
37.7229214,-122.4449723,37.7229198,-122.4471932,Ocean Ave
37.7229198,-122.4471932,37.7230421,-122.4471668,Ocean Ave
37.7230421,-122.4471668,37.7230356,-122.4490989,Ocean Ave
37.7230356,-122.4490989,37.7243288,-122.448729,Cloud Cir
37.7243288,-122.448729,37.7243851,-122.4488472,Cloud Cir
37.7243851,-122.4488472,37.7247456,-122.4488008,Cloud Cir
37.7247456,-122.4488008,37.7252505,-122.4493382,Cloud Cir
37.7252505,-122.4493382,37.7253582,-122.4495828,Cloud Cir
37.7253582,-122.4495828,37.7268457,-122.450697,Cloud Cir
37.7268457,-122.450697,37.7270628,-122.4506991,
37.7270628,-122.4506991,37.7274719,-122.4507632,
37.7229214,-122.4449723,37.7229198,-122.4471932,Ocean Ave
37.7229198,-122.4471932,37.7230421,-122.4471668,Ocean Ave
37.7230421,-122.4471668,37.7230356,-122.4490989,Ocean Ave
37.7230356,-122.4490989,37.7243288,-122.448729,Cloud Cir
37.7243288,-122.448729,37.7243851,-122.4488472,Cloud Cir
37.7243851,-122.4488472,37.7247456,-122.4488008,Cloud Cir
37.7247456,-122.4488008,37.7252505,-122.4493382,Cloud Cir
37.7252505,-122.4493382,37.7253582,-122.4495828,Cloud Cir
37.7253582,-122.4495828,37.726626,-122.4499293,Cloud Cir
37.726626,-122.4499293,37.7274105,-122.4494306,Marston Ave
37.7229214,-122.4449723,37.7229198,-122.4471932,Ocean Ave
37.7229198,-122.4471932,37.7230421,-122.4471668,Ocean Ave
37.7230421,-122.4471668,37.7230356,-122.4490989,Ocean Ave
37.7230356,-122.4490989,37.7243288,-122.448729,Cloud Cir
37.7243288,-122.448729,37.7243851,-122.4488472,Cloud Cir
37.7243851,-122.4488472,37.7247456,-122.4488008,Cloud Cir
37.7247456,-122.4488008,37.7252505,-122.4493382,Cloud Cir
37.7252505,-122.4493382,37.7253582,-122.4495828,Cloud Cir
37.7253582,-122.4495828,37.726626,-122.4499293,Cloud Cir
37.726626,-122.4499293,37.727561,-122.4481904,Marston Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7249813,-122.4431054,San Jose Avenue
37.7249813,-122.4431054,37.7249827,-122.4450576,Sgt John V Young St
37.7249827,-122.4450576,37.7262701,-122.4452415,Havelock St
37.7262701,-122.4452415,37.7266888,-122.4465567,Havelock St
37.7266888,-122.4465567,37.727464,-122.446555,Edna St
37.727464,-122.446555,37.7274618,-122.4468924,Marston Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7249813,-122.4431054,San Jose Avenue
37.7249813,-122.4431054,37.7249827,-122.4450576,Sgt John V Young St
37.7249827,-122.4450576,37.7262701,-122.4452415,Havelock St
37.7262701,-122.4452415,37.7266925,-122.4461967,Havelock St
37.7266925,-122.4461967,37.7267256,-122.4459526,Havelock St
37.7267256,-122.4459526,37.7274673,-122.445332,left
37.7274673,-122.445332,37.7274666,-122.4455991,Marston Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7267541,-122.4416153,San Jose Avenue
37.7267541,-122.4416153,37.7267457,-122.4442554,Havelock St
37.7267457,-122.4442554,37.7272205,-122.4440101,Arco Way
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7267541,-122.4416153,San Jose Avenue
37.7267541,-122.4416153,37.7267533,-122.4436371,Havelock St
37.7267533,-122.4436371,37.7275219,-122.443132,Arago St
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7274866,-122.4411621,San Jose Avenue
37.7274866,-122.4411621,37.7276623,-122.441595,Paulding St
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7258143,-122.4424015,San Jose Avenue
37.7258143,-122.4424015,37.7255747,-122.4419806,Santa Ynez Ave
37.7255747,-122.4419806,37.7274764,-122.4404368,
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7230759,-122.4432628,Ocean Ave
37.7230759,-122.4432628,37.727697,-122.4396803,Delano Ave
37.727697,-122.4396803,37.727429,-122.439172,Santa Ysabel Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7289026,-122.4400035,San Jose Avenue
37.7289026,-122.4400035,37.7276403,-122.4376885,Santa Rosa Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7235945,-122.4388229,Ocean Ave
37.7235945,-122.4388229,37.7274989,-122.4366267,Cayuga Ave
37.7229205,-122.4449478,37.7229128,-122.4447991,Ocean Ave
37.7229128,-122.4447991,37.7237123,-122.4373994,Ocean Ave
37.7237123,-122.4373994,37.7276144,-122.4354636,Alemany Blvd
37.7276144,-122.4354636,37.7275029,-122.4352282,Francis St
37.7229214,-122.4449723,37.7229185,-122.4516208,Ocean Ave
37.7229185,-122.4516208,37.7230769,-122.4516988,Geneva Ave
37.7230769,-122.4516988,37.7231583,-122.4523301,Ocean Ave
37.7231583,-122.4523301,37.7256659,-122.4523639,Phelan Ave
37.7256659,-122.4523639,37.725675,-122.452616,
37.725675,-122.452616,37.7264344,-122.4526326,
37.7264344,-122.4526326,37.7264341,-122.4533595,
37.7229214,-122.4449723,37.7229185,-122.4516208,Ocean Ave
37.7229185,-122.4516208,37.7230769,-122.4516988,Geneva Ave
37.7230769,-122.4516988,37.7231583,-122.4523301,Ocean Ave
37.7231583,-122.4523301,37.7264466,-122.4523722,Phelan Ave
