lat,lng,name,tagname
19.054745,72.84042,Bandra,Bandra
18.935437,72.827181,Churchgate,Churchgate
19.222202,72.854612,Borivali,Borivali
18.97084,72.819993,Mumbai Central,Mumbai_Central
19.117393,72.84608,Andheri,Andheri
19.019042,72.842596,Dadar,Dadar
19.085404,72.908653,Ghatkopar,Ghatkopar
18.939886,72.835598,CST,CST
19.063799,72.999044,Vashi,Vashi
