42.377027,-71.1493,42.377116,-71.149325,0.08303,0.00628212976183
42.389924,-71.130701,42.389916,-71.130682,0.05169,0.00111649507577
42.359044,-71.112964,42.359099,-71.113055,0.0512,0.00600410675678
42.397735,-71.142018,42.397718,-71.14213,0.00919,0.00583588772611
42.367259,-71.091231,42.367642,-71.091012,0.04499,0.0287363997857
42.356361,-71.097953,42.356362,-71.097945,0.02992,0.000408823561548
42.365047,-71.106042,42.365143,-71.106206,0.04227,0.0106846306996
42.376811,-71.154217,42.376836,-71.154252,0.02956,0.00248607643707
42.372699,-71.082839,42.372396,-71.082913,0.04458,0.0212798619985
42.378883,-71.146477,42.378829,-71.146678,0.06856,0.0109199393137
42.373212,-71.102667,42.373729,-71.102225,0.04415,0.04226292868
42.377449,-71.144902,42.377546,-71.144982,0.09313,0.00785013985521
42.375716,-71.130451,42.376049,-71.130407,0.1329,0.0231246708941
42.372914,-71.123247,42.372835,-71.123312,0.03287,0.00638957135362
42.361967,-71.096872,42.362425,-71.096809,0.03972,0.031817729509
42.357038,-71.109505,42.357089,-71.109593,0.0512,0.00571195916649
42.376819,-71.131274,42.376824,-71.131476,0.17491,0.010319252533
42.374084,-71.112698,42.374415,-71.112462,0.05238,0.0258565416475
42.375131,-71.124782,42.375094,-71.124651,0.0698,0.00716097969151
42.363258,-71.078368,42.363173,-71.078359,0.02194,0.00589288828756
42.354833,-71.102575,42.354833,-71.102571,0.02992,0.000204411780774
42.372087,-71.085453,42.372077,-71.085455,0.02353,0.000695701114018
42.36719,-71.074075,42.367133,-71.074113,0.03,0.00439128651752
42.380784,-71.118356,42.380753,-71.117754,0.02297,0.0308091006499
42.371049,-71.085701,42.370925,-71.085731,0.02353,0.0087059183011
42.401209,-71.130379,42.401445,-71.130091,0.04041,0.0219569083448
42.397897,-71.1309,42.397711,-71.130905,0.02985,0.0128579180603
42.367846,-71.114707,42.367746,-71.114713,0.05113,0.00691836496178
42.376661,-71.105925,42.376666,-71.105907,0.07563,0.000980324461971
42.383579,-71.128616,42.383862,-71.129311,0.06357,0.0405150646891
42.361824,-71.1081,42.361771,-71.108156,0.07776,0.00464709102818
42.370027,-71.116848,42.370221,-71.117636,0.03428,0.0424126122048
42.380771,-71.129758,42.380795,-71.129729,0.09578,0.00222283126352
