0,45.6209731242,-122.762214507,0,45.6209731242,-122.762214507,0.0,0.0
0,45.6209731242,-122.762214507,1,45.6159481642,-122.692896283,0,0
0,45.6209731242,-122.762214507,2,45.5904865882,-122.779378305,0,0
0,45.6209731242,-122.762214507,3,45.587612494,-122.784827035,0,0
0,45.6209731242,-122.762214507,4,45.5921047116,-122.696245381,0,0
0,45.6209731242,-122.762214507,5,45.5404332916,-122.756141478,0,0
0,45.6209731242,-122.762214507,6,45.6018102351,-122.666069371,0,0
0,45.6209731242,-122.762214507,7,45.5946302402,-122.650036259,0,0
0,45.6209731242,-122.762214507,8,45.6013383397,-122.653306767,0,0
0,45.6209731242,-122.762214507,9,45.5888944106,-122.755407217,0,0
0,45.6209731242,-122.762214507,10,45.5921014721,-122.640103282,0,0
0,45.6209731242,-122.762214507,11,45.5850892415,-122.715838247,0,0
0,45.6209731242,-122.762214507,12,45.5854089781,-122.671634848,0,0
0,45.6209731242,-122.762214507,13,45.5777290066,-122.721658603,0,0
0,45.6209731242,-122.762214507,14,45.5518550537,-122.728356501,0,0
0,45.6209731242,-122.762214507,15,45.578642825,-122.671981747,0,0
0,45.6209731242,-122.762214507,16,45.5742823252,-122.652653402,0,0
0,45.6209731242,-122.762214507,17,45.5680788747,-122.600837636,0,0
0,45.6209731242,-122.762214507,18,45.5722506658,-122.69576223,0,0
0,45.6209731242,-122.762214507,19,45.5609109922,-122.696247825,0,0
0,45.6209731242,-122.762214507,20,45.5677524077,-122.633338544,0,0
0,45.6209731242,-122.762214507,21,45.5563704733,-122.550823414,0,0
0,45.6209731242,-122.762214507,22,45.562421739,-122.568157268,0,0
0,45.6209731242,-122.762214507,23,45.5567588755,-122.522344756,0,0
0,45.6209731242,-122.762214507,24,45.5595236924,-122.670966446,0,0
0,45.6209731242,-122.762214507,25,45.5580471207,-122.65754831,0,0
0,45.6209731242,-122.762214507,26,45.5619535999,-122.650829434,0,0
0,45.6209731242,-122.762214507,27,45.5387158963,-122.495486222,0,0
0,45.6209731242,-122.762214507,28,45.5466528062,-122.621542407,0,0
0,45.6209731242,-122.762214507,29,45.5540033112,-122.648554931,0,0
0,45.6209731242,-122.762214507,30,45.5474958195,-122.635056702,0,0
0,45.6209731242,-122.762214507,31,45.5493335198,-122.671105453,0,0
0,45.6209731242,-122.762214507,32,45.5434319304,-122.769732228,0,0
0,45.6209731242,-122.762214507,33,45.5455084265,-122.590444711,0,0
0,45.6209731242,-122.762214507,34,45.5511634211,-122.560416141,0,0
0,45.6209731242,-122.762214507,35,45.5412687626,-122.576420929,0,0
0,45.6209731242,-122.762214507,36,45.5500453791,-122.510412164,0,0
0,45.6209731242,-122.762214507,37,45.5466294704,-122.670804589,0,0
0,45.6209731242,-122.762214507,38,45.5423731399,-122.669833262,0,0
0,45.6209731242,-122.762214507,39,45.5417642052,-122.649019135,0,0
0,45.6209731242,-122.762214507,40,45.5470187119,-122.65035763,0,0
0,45.6209731242,-122.762214507,41,45.5451627052,-122.642013162,0,0
0,45.6209731242,-122.762214507,42,45.5367599535,-122.606145216,0,0
0,45.6209731242,-122.762214507,43,45.5421301956,-122.554483627,0,0
0,45.6209731242,-122.762214507,44,45.5379967149,-122.710921019,0,0
0,45.6209731242,-122.762214507,45,45.545375433,-122.627913759,0,0
0,45.6209731242,-122.762214507,46,45.5396414607,-122.707220335,0,0
0,45.6209731242,-122.762214507,47,45.5415174918,-122.721989789,0,0
0,45.6209731242,-122.762214507,48,45.540912624,-122.520672623,0,0
0,45.6209731242,-122.762214507,49,45.5428396563,-122.582016268,0,0
0,45.6209731242,-122.762214507,50,45.5407445675,-122.623706431,0,0
0,45.6209731242,-122.762214507,51,45.5430073024,-122.621631058,0,0
0,45.6209731242,-122.762214507,52,45.5312597698,-122.684383563,0,0
0,45.6209731242,-122.762214507,53,45.5382800484,-122.620988806,0,0
0,45.6209731242,-122.762214507,54,45.5335276867,-122.620489427,0,0
0,45.6209731242,-122.762214507,55,45.5354529524,-122.559994015,0,0
0,45.6209731242,-122.762214507,56,45.5291880041,-122.660631525,0,0
0,45.6209731242,-122.762214507,57,45.5324722024,-122.644485339,0,0
0,45.6209731242,-122.762214507,58,45.5344360182,-122.628001246,0,0
0,45.6209731242,-122.762214507,59,45.527495669,-122.584817627,0,0
0,45.6209731242,-122.762214507,60,45.5313620647,-122.627621263,0,0
0,45.6209731242,-122.762214507,61,45.5285497082,-122.705002296,0,0
0,45.6209731242,-122.762214507,62,45.5272788143,-122.648297076,0,0
0,45.6209731242,-122.762214507,63,45.5319333868,-122.650430494,0,0
0,45.6209731242,-122.762214507,64,45.5238128237,-122.724099996,0,0
0,45.6209731242,-122.762214507,65,45.5266192546,-122.602880489,0,0
0,45.6209731242,-122.762214507,66,45.5220617244,-122.526384075,0,0
0,45.6209731242,-122.762214507,67,45.5241023377,-122.671991519,0,0
0,45.6209731242,-122.762214507,68,45.5188529899,-122.704328586,0,0
0,45.6209731242,-122.762214507,69,45.5186771774,-122.69833665,0,0
0,45.6209731242,-122.762214507,70,45.522904325,-122.498099258,0,0
0,45.6209731242,-122.762214507,71,45.514814877,-122.716698698,0,0
0,45.6209731242,-122.762214507,72,45.5192770657,-122.65615735,0,0
0,45.6209731242,-122.762214507,73,45.5144984397,-122.680270291,0,0
0,45.6209731242,-122.762214507,74,45.5191011769,-122.604024165,0,0
0,45.6209731242,-122.762214507,75,45.5151293431,-122.737326626,0,0
0,45.6209731242,-122.762214507,76,45.5182194319,-122.69880822,0,0
