-122.466252277,37.7961585818,-122.466085693,37.7961999611,Washington Blvd,19908000.0,51279000.0,51282000.0,BLVD
-122.470975902,37.8073570096,-122.471116726,37.808044358,Long Ave,19490000.0,51328000.0,51484000.0,AVE
-122.447809499,37.737318479,-122.448220486,37.7373943488,Molimo Dr,9227000.0,22301000.0,22362000.0,DR
-122.486093702,37.734166236,-122.486402357,37.7341560882,Sloat Blvd,11956101.0,23245000.0,23137000.0,BLVD
-122.47282984,37.8012878906,-122.472903372,37.8008754698,Upton Ave,19891000.0,51350000.0,51354000.0,AVE
-122.423325495,37.7251381381,-122.422830068,37.723944194,Peru Ave,10383000.0,21611000.0,21610000.0,AVE
-122.472616374,37.7978704028,-122.472392551,37.7978018746,Wright Loop,19927000.0,51365000.0,51365000.0,LOOP
-122.447510303,37.7157418744,-122.448409146,37.7164623033,Rome St,11136000.0,21564000.0,51105000.0,ST
-122.372034795,37.7109878798,-122.372597678,37.7103622888,Dock St,4854000.0,51962000.0,51961000.0,ST
-122.459515637,37.7296547216,-122.45928325,37.7298156651,Northwood Dr,9711000.0,22647000.0,22642000.0,DR
-122.48339012,37.776351006,-122.484460652,37.7763021672,Balboa St,2669000.0,27534000.0,27545000.0,ST
-122.507286879,37.7491399714,-122.507159219,37.7472722729,48th Ave,2074000.0,23521000.0,23519000.0,AVE
-122.450886431,37.7526350365,-122.450732709,37.7527479041,Panorama Dr,10242000.0,26238000.0,26222000.0,DR
-122.403755879,37.7479551424,-122.403777972,37.7476162881,Bay Shore Blvd,2799202.0,33279000.0,33281000.0,BLVD
-122.446973427,37.7484757908,-122.446721163,37.7483450883,Glenview Dr,6223000.0,22348000.0,22346000.0,DR
-122.465722021,37.7394243565,-122.465797086,37.7393695223,Portola Dr,10621101.0,22921000.0,22924000.0,DR
-122.385822608,37.735870764,-122.385772335,37.7357839586,Whitney Young Cir,13612000.0,28177000.0,28166000.0,CIR
-122.376918296,37.7294038051,-122.376780395,37.7292391816,Reardon Rd,10948000.0,20058000.0,50770000.0,RD
-122.367116581,37.7295535629,-122.366992352,37.7295013288,English St,19093000.0,51671000.0,51676000.0,ST
-122.417312498,37.7989419102,-122.417388059,37.799316623,Leavenworth St,8263000.0,25508000.0,25509000.0,ST
-122.445324705,37.7808793071,-122.445508713,37.78088136,Terra Vista Ave,12526000.0,26386000.0,26389000.0,AVE
-122.475164823,37.7998719723,-122.474990735,37.7999611893,Greenough Ave,19151000.0,51174000.0,51357000.0,AVE
-122.499870093,37.7353683217,-122.499894826,37.7351640096,42nd Ave,1947000.0,23433000.0,23445000.0,AVE
-122.447060946,37.7499987865,-122.446924377,37.749962298,Twin Peaks Blvd,12773000.0,32930000.0,22415000.0,BLVD
-122.456013629,37.7523591009,-122.45600519,37.752094473,Clarendon Ave,4075000.0,33572000.0,26242000.0,AVE
-122.41583365,37.7182886957,-122.418362471,37.7187842481,Mansell St,8673201.0,20872000.0,20945000.0,ST
-122.364713934,37.727124939,-122.365702224,37.7260161751,Fisher Ave,19099000.0,52199000.0,50744000.0,AVE
-122.477994739,37.7659746061,-122.478258962,37.7659166901,Martin Luther King Jr Dr,11990000.0,27441000.0,27460000.0,DR
-122.435169164,37.8038230506,-122.435357388,37.804757061,Webster St,13563000.0,26778000.0,26777000.0,ST
-122.46266853,37.7199236777,-122.462662916,37.7200037453,Orizaba Ave,9994000.0,52069000.0,22607000.0,AVE
-122.472376362,37.7547249913,-122.472422735,37.7547696642,Noriega St,9649000.0,27323000.0,27324000.0,ST
-122.472297341,37.7731144231,-122.473427836,37.7730626136,Fulton St,5921000.0,27447000.0,27449000.0,ST
-122.445127873,37.7200867048,-122.445484704,37.7195122059,Delano Ave,4681000.0,22095000.0,22097000.0,AVE
-122.446871154,37.759582002,-122.446882191,37.7591159418,Villa Ter,13307000.0,26198000.0,32933000.0,TER
-122.46427015,37.739336862,-122.464329212,37.7389511059,San Lorenzo Way,11490000.0,22919000.0,22918000.0,WAY
-122.392066576,37.7232939184,-122.392609697,37.7226579565,Jennings St,7485000.0,20456000.0,20453000.0,ST
-122.444704269,37.8006957345,-122.444892549,37.8016259823,Broderick St,3220000.0,27002000.0,27006000.0,ST
-122.461023124,37.7652093363,-122.460957705,37.7642718992,04th Ave,247000.0,27082000.0,27080000.0,AVE
-122.439770933,37.7374177052,-122.439734306,37.737239074,Diamond Heights Blvd,4784201.0,22279000.0,22278000.0,BLVD
-122.478484169,37.7941788469,-122.47861055,37.7945465896,Hitchcock Ln,19172000.0,51809000.0,51820000.0,LN
-122.409324503,37.8042433716,-122.409410944,37.8046709228,Bellair Pl,2901000.0,25401000.0,25402000.0,PL
-122.388481187,37.7895719189,-122.388703498,37.7894106619,Harrison St,6707000.0,23604000.0,23606000.0,ST
-122.476894758,37.7715293852,-122.477466868,37.7713959317,John F Kennedy Dr,7540000.0,27451000.0,27464000.0,DR
-122.475842521,37.8057533498,-122.475911437,37.805604903,Merchant Rd,19544000.0,51334000.0,51348000.0,RD
-122.389604726,37.7604634331,-122.390454252,37.760424346,20th St,1028000.0,23565000.0,23644000.0,ST
-122.407458669,37.7178122318,-122.407733055,37.7171709294,Delta St,4702000.0,20838000.0,20590000.0,ST
-122.430238036,37.7095070807,-122.431282582,37.7096413888,Toyon Ln,12668000.0,21373000.0,21372000.0,LN
-122.446771576,37.7584543981,-122.446678802,37.7583887028,Villa Ter,13308000.0,32933000.0,26192000.0,TER
-122.493330784,37.7647329123,-122.493198799,37.7628533152,34th Ave,1746000.0,27741000.0,27727000.0,AVE
-122.461366884,37.7426885714,-122.461671361,37.7428626241,Kensington Way,7806000.0,22847000.0,22879000.0,WAY
-122.41107136,37.7733326252,-122.410691587,37.773024773,09th St,455000.0,24231000.0,24212000.0,ST
-122.478697969,37.7282105642,-122.479274544,37.7285529285,Winston Dr,13689000.0,33513000.0,33512000.0,DR
-122.464837544,37.7427928046,-122.464857999,37.7426582686,Lenox Way,8306000.0,22965000.0,32993000.0,WAY
-122.506683743,37.7833785751,-122.506620197,37.7834018609,Veterans Dr,19768000.0,51497000.0,51491000.0,DR
-122.453944436,37.7890986321,-122.455595137,37.7888883665,Washington St,13450000.0,26950000.0,26949000.0,ST
-122.390228898,37.7481323055,-122.390174877,37.7476067368,Indiana St,7203000.0,51629000.0,51875000.0,ST
-122.471505995,37.7768925559,-122.472039541,37.77686823,Balboa St,2657000.0,27298000.0,27472000.0,ST
-122.459860373,37.7792826296,-122.459724822,37.7774298621,02nd Ave,124000.0,27226000.0,27224000.0,AVE
-122.439168148,37.721833878,-122.439764642,37.7220690033,Onondaga Ave,9954000.0,33427000.0,22060000.0,AVE
-122.476718399,37.8022603461,-122.475939243,37.8034219944,Lincoln Blvd,19442000.0,51353000.0,51348000.0,BLVD
-122.447510144,37.736311144,-122.447451796,37.7361638386,Foerster St,5648000.0,22355000.0,22295000.0,ST
-122.432720778,37.7370135865,-122.432957612,37.7372262863,Moffitt St,9222000.0,21932000.0,21956000.0,ST
-122.372998406,37.7272094421,-122.373080579,37.7271434761,Marlin Ct,19935000.0,53018000.0,53019000.0,CT
-122.493488045,37.7516139049,-122.493358252,37.7497530476,35th Ave,1776000.0,27690000.0,23416000.0,AVE
-122.460430116,37.7376547257,-122.460435277,37.7371451548,Casitas Ave,3765000.0,22823000.0,32989000.0,AVE
-122.426114539,37.7339544751,-122.426117728,37.7339068165,Mission St,9149101.0,21826000.0,21699000.0,ST
-122.466529175,37.709449847,-122.46654726,37.7092314188,San Diego Ave,11408000.0,52042000.0,52041000.0,AVE
-122.433757777,37.7344902333,-122.433879093,37.734507816,Chenery St,3926000.0,21935000.0,21942000.0,ST
-122.404455432,37.7179944243,-122.404533415,37.717814387,Bishop St,2975000.0,51973000.0,20584000.0,ST
-122.42110199,37.7398309529,-122.419817949,37.7393071248,Santa Marina St,11577000.0,21261000.0,21251000.0,ST
-122.462559642,37.7103884443,-122.463449517,37.7104473354,Palmetto Ave,10199000.0,52048000.0,52045000.0,AVE
-122.379696557,37.7276177943,-122.379991858,37.7277854142,Palou Ave,10216000.0,20073000.0,20072000.0,AVE
-122.376103091,37.7347446386,-122.376152054,37.7345367119,Hawes St,6787000.0,51851000.0,51852000.0,ST
-122.490526224,37.7354700004,-122.490725735,37.7353997815,Yorba St,13755000.0,23341000.0,23340000.0,ST
-122.470984376,37.8023242084,-122.47105175,37.8025154424,Storey Ave,19733000.0,51344000.0,51349000.0,AVE
-122.394592569,37.7112485212,-122.394789228,37.7110294914,Executive Park Blvd,5372201.0,20262000.0,20263000.0,BLVD
-122.469029405,37.7380454471,-122.469056678,37.7379698816,West Portal Ave,13578201.0,22927000.0,22926000.0,AVE
-122.415235928,37.7258175346,-122.414777339,37.7247067154,Princeton St,10781000.0,50945000.0,20950000.0,ST
-122.473365164,37.8057189632,-122.473105433,37.8058983994,Ramsel Ct,19661000.0,51329000.0,51184000.0,CT
-122.471758312,37.7971403513,-122.471821101,37.7970504303,Wright Loop,19927000.0,51365000.0,51365000.0,LOOP
-122.418259568,37.7408441899,-122.418347092,37.7407886724,Bonview St,3013000.0,50904000.0,21249000.0,ST
-122.503572082,37.7814815022,-122.503344095,37.7814316727,Veterans Dr,19769000.0,51491000.0,27919000.0,DR
-122.428278232,37.7604910073,-122.428202323,37.7596916232,Church St,4017000.0,25711000.0,25710000.0,ST
-122.469898559,37.8016402537,-122.469819043,37.8013833702,Rod Rd,19869000.0,51525000.0,51526000.0,RD
-122.443391672,37.7230435154,-122.444499333,37.7229169996,Ocean Ave,9813101.0,22079000.0,22102000.0,AVE
-122.392921412,37.7102266289,-122.392930213,37.7100611328,Thomas Mellon Cir,12580000.0,33232000.0,33233000.0,CIR
-122.472710602,37.7943585481,-122.472520135,37.7943488947,Washington Blvd,19906000.0,51372000.0,51364000.0,BLVD
-122.482606304,37.7821126427,-122.482735197,37.782121759,Clement St,4172000.0,27540000.0,27543000.0,ST
-122.423353435,37.7092509503,-122.423764621,37.7083417162,Carter St,3744000.0,21359000.0,51001000.0,ST
-122.426547687,37.7778624474,-122.426641498,37.7783285643,Laguna St,7953000.0,25937000.0,25958000.0,ST
-122.400680751,37.7675034078,-122.400428587,37.7673003037,08th St,419000.0,23848000.0,23846000.0,ST
-122.451067107,37.7512493958,-122.451060504,37.751526852,Knollview Way,7906000.0,32964000.0,26238000.0,WAY
-122.406122036,37.8019768065,-122.40620551,37.802077183,Telegraph Hill Blvd,12479000.0,50128000.0,25373000.0,BLVD
-122.454763872,37.7568989066,-122.455429019,37.7567248657,Christopher Dr,3998000.0,26254000.0,27036000.0,DR
-122.425617988,37.7687931002,-122.425536112,37.7679387102,Rosemont Pl,11157000.0,50681000.0,25845000.0,PL
-122.370213452,37.7248615392,-122.369916552,37.7249254044,Spear Ave,19710000.0,51674000.0,50738000.0,AVE
-122.425395127,37.7535140107,-122.425302617,37.7534315914,Dolores St,4876201.0,25631000.0,25617000.0,ST
-122.458749977,37.7404990049,-122.458904665,37.7405352221,Portola Dr,10618104.0,22827000.0,22828000.0,DR
-122.44029691,37.7566522867,-122.440133893,37.7564226849,Grand View Ave,6371000.0,26097000.0,26096000.0,AVE
-122.421968762,37.7423753983,-122.423285562,37.742294533,30th St,1664000.0,21329000.0,21890000.0,ST
-122.483614754,37.7091739027,-122.483569606,37.7090677812,Lake Merced Hill South St,19852101.0,52221000.0,52222000.0,ST
-122.38515993,37.7340708319,-122.385080167,37.7340512159,Bell Ct,2889000.0,50783000.0,28222000.0,CT
-122.417640473,37.7458816548,-122.417239851,37.7457177376,Coso Ave,4453000.0,21287000.0,21298000.0,AVE
-122.489193568,37.7518068695,-122.490270382,37.7517584995,Ortega St,10019000.0,27674000.0,27677000.0,ST
-122.475226777,37.719835801,-122.475167984,37.7197668127,19th Ave,930201.0,23021000.0,33725000.0,AVE
-122.464820681,37.7388109979,-122.4646391,37.7387535654,Santa Monica Way,11579000.0,22922000.0,22918000.0,WAY
-122.396459691,37.7334322875,-122.396270354,37.7336269413,Silverview Dr,19698000.0,33242000.0,33243000.0,DR
-122.403465946,37.7436857857,-122.404306292,37.7425207338,Loomis St,8483000.0,20812000.0,20813000.0,ST
-122.443718517,37.7810160993,-122.443854086,37.7813677591,Encanto Ave,5229000.0,26385000.0,26387000.0,AVE
-122.459756452,37.73078496,-122.460043494,37.7307066819,Monterey Blvd,9284202.0,22653000.0,22680000.0,BLVD
-122.468871857,37.7933935425,-122.469080938,37.7931723894,Park Blvd,19593000.0,51279000.0,51373000.0,BLVD
-122.413755479,37.7605644473,-122.414841892,37.7604988725,19th St,967000.0,24042000.0,24123000.0,ST
-122.497090884,37.7570697394,-122.498162122,37.7570227571,Lawton St,8219000.0,27759000.0,27760000.0,ST
-122.428102089,37.785026533,-122.431053202,37.7846681872,Geary Blvd,6040201.0,26514000.0,26587000.0,BLVD
-122.418341343,37.8040700226,-122.418530632,37.8049990435,Leavenworth St,8271000.0,25572000.0,25536000.0,ST
-122.386562269,37.7353430546,-122.387029464,37.735623066,La Salle Ave,7931202.0,33635000.0,20198000.0,AVE
-122.435372983,37.7714794849,-122.437045612,37.7712674243,Haight St,6611000.0,26025000.0,26026000.0,ST
-122.470587838,37.752125362,-122.470556582,37.7520195386,14th Ave,568201.0,27123000.0,27119000.0,AVE
-122.451344234,37.7106706867,-122.451905549,37.7102307687,Huron Ave,7109000.0,21556000.0,21553000.0,AVE
-122.44115007,37.7577304134,-122.441249063,37.7578610273,Grand View Ter,6380000.0,26097000.0,50595000.0,TER
-122.391911511,37.7746803623,-122.389716741,37.7729307951,04th St,272000.0,50385000.0,23579000.0,ST
-122.447123927,37.7577172688,-122.446942444,37.7572289212,Crown Ter,4541000.0,32954000.0,26132000.0,TER
-122.498176988,37.7096304747,-122.498204075,37.7091072545,Skyline Blvd,11944202.0,33710000.0,51171000.0,BLVD
-122.412845954,37.733766613,-122.413824042,37.7332783812,Alemany Blvd,2157201.0,28073000.0,21047000.0,BLVD
-122.447682923,37.7558684011,-122.447851945,37.7558205663,Twin Peaks Blvd,12768000.0,26134000.0,26223000.0,BLVD
-122.44494355,37.7989612364,-122.445028713,37.7990142111,Richardson Ave,11009201.0,27000000.0,26999000.0,AVE
-122.460578774,37.7596429385,-122.460390292,37.7593383575,05th Ave,288000.0,27074000.0,50578000.0,AVE
-122.435958855,37.7188902474,-122.437132809,37.7173361363,Lisbon St,8411000.0,21729000.0,21728000.0,ST
-122.44803453,37.7577065618,-122.447915265,37.757589498,Twin Peaks Blvd,12764000.0,32952000.0,26255000.0,BLVD
-122.427644647,37.72125762,-122.428804611,37.7197115913,Moscow St,9400000.0,21633000.0,21628000.0,ST
-122.428163544,37.7099480679,-122.428386682,37.7101949429,Chicago Way,3987000.0,51029000.0,21370000.0,WAY
-122.449512155,37.7254865157,-122.449528998,37.7259572967,Cloud Cir,19798000.0,52188000.0,52195000.0,CIR
-122.504544349,37.7716403872,-122.505611147,37.7715916066,Fulton St,5951000.0,27969000.0,27971000.0,ST
-122.419584531,37.7340567904,-122.418816117,37.7340167858,Benton Ave,2930000.0,21228000.0,21199000.0,AVE
-122.402188488,37.7147313252,-122.402352127,37.7145789848,Somerset St,11975000.0,33345000.0,20323000.0,ST
-122.463421091,37.7308872206,-122.463492646,37.7310696795,Monterey Blvd,9286201.0,22679000.0,22764000.0,BLVD
-122.446747598,37.763342997,-122.446994343,37.7627222349,Ashbury St,2518000.0,26215000.0,26214000.0,ST
-122.464260899,37.7952829702,-122.46428855,37.7954677255,Nauman Rd,19574000.0,51282000.0,51392000.0,RD
-122.457468641,37.7361684247,-122.457060908,37.7360776981,Lansdale Ave,8108000.0,32990000.0,22401000.0,AVE
-122.473451493,37.7891355486,-122.473481915,37.7890014207,Belles St,19039000.0,51375000.0,51376000.0,ST
-122.448991545,37.7372171371,-122.449175915,37.7373103564,Molimo Dr,9227000.0,22301000.0,22362000.0,DR
-122.419551052,37.7362961161,-122.419838204,37.7361960015,Holly Park Cir,7003000.0,21235000.0,21234000.0,CIR
-122.451260303,37.796656315,-122.450611901,37.7966362602,Simonds Loop,19699000.0,51211000.0,51204000.0,LOOP
-122.463533118,37.7475735901,-122.463637463,37.7472596237,Lopez Ave,8488000.0,22900000.0,22975000.0,AVE
-122.385682203,37.7272332282,-122.387550708,37.7282937265,Thomas Ave,12571000.0,20146000.0,20150000.0,AVE
-122.482524765,37.7691224545,-122.483823139,37.768715783,Overlook Dr,10063000.0,27465000.0,27466000.0,DR
-122.435772408,37.798487192,-122.43586632,37.7989518497,Fillmore St,5564000.0,26746000.0,26747000.0,ST
-122.479890036,37.769912172,-122.480306993,37.7697759953,Overlook Dr,10063000.0,27465000.0,27466000.0,DR
-122.36763419,37.7272494045,-122.367641038,37.7273088099,Hill Dr,19171000.0,51679000.0,51688000.0,DR
-122.412468269,37.7226584556,-122.411973058,37.7214579281,University St,12886000.0,20879000.0,20878000.0,ST
-122.443898043,37.7155540492,-122.44456307,37.7160794276,Mount Vernon Ave,9425000.0,21516000.0,21517000.0,AVE
-122.43725028,37.7245797953,-122.43737092,37.7243228838,Alemany Blvd,2166101.0,21740000.0,21755000.0,BLVD
-122.48540453,37.7290193682,-122.484053164,37.7274124143,Lake Merced Blvd,8047201.0,23126000.0,33512000.0,BLVD
-122.491559899,37.733781455,-122.49143643,37.7320102064,Clearfield Dr,4145000.0,33530000.0,23307000.0,DR
-122.453157615,37.7503358174,-122.45314598,37.7505648849,Dellbrook Ave,4690000.0,26236000.0,26240000.0,AVE
-122.415921014,37.7438450116,-122.415781213,37.7441007929,Bernal Heights Blvd,12990000.0,50891000.0,51986000.0,BLVD
-122.406295965,37.7755141541,-122.405443792,37.7748351023,07th St,374000.0,23929000.0,50078000.0,ST
-122.447033929,37.7516588074,-122.447089571,37.7515050609,Twin Peaks Blvd,12772000.0,32928000.0,32930000.0,BLVD
-122.468752323,37.7541921261,-122.468837397,37.7542987548,Ortega St,10000202.0,32870000.0,32871000.0,ST
-122.465161739,37.8032935795,-122.463636278,37.8031296975,Mason St,19515000.0,51313000.0,51312000.0,ST
-122.400342679,37.8010684773,-122.401520618,37.8009192409,John Maher St,7552000.0,30037000.0,30038000.0,ST
-122.468745679,37.7318486451,-122.46784812,37.731818588,Darien Way,4587000.0,22791000.0,22773000.0,WAY
-122.41217329,37.7629158938,-122.412050309,37.7616430464,Alabama St,2111000.0,24045000.0,24033000.0,ST
-122.473734677,37.7695276644,-122.473930898,37.7695087706,Stow Lake Dr,12239000.0,27443000.0,27452000.0,DR
-122.457280817,37.7946879511,-122.457671879,37.794127262,Quarry St,19655000.0,51545000.0,51985000.0,ST
-122.425082008,37.7378510997,-122.425597873,37.7373171061,San Jose Ave,11439201.0,21838000.0,33371000.0,AVE
-122.475536765,37.7142465919,-122.475907347,37.7143983157,Brotherhood Way,3242201.0,33708000.0,33713000.0,WAY
-122.457671879,37.794127262,-122.457601956,37.7939456764,Quarry St,19655000.0,51545000.0,51985000.0,ST
-122.444337445,37.7460042681,-122.444397757,37.7458595581,Cameo Way,3630000.0,22337000.0,22333000.0,WAY
-122.466468874,37.7509394359,-122.466675194,37.7509276423,Pacheco St,10084000.0,27094000.0,32882000.0,ST
-122.457688488,37.7321788054,-122.457772775,37.7322858454,Plymouth Ave,10533000.0,22649000.0,22804000.0,AVE
-122.451848736,37.7351235222,-122.451697989,37.7351481082,Burlwood Dr,3378000.0,22382000.0,22361000.0,DR
-122.414558339,37.7294186298,-122.414225374,37.7295319276,Silver Ave,11911000.0,20967000.0,33333000.0,AVE
-122.470854134,37.7520176888,-122.470949628,37.7517937658,Pacheco St,10089000.0,27123000.0,27307000.0,ST
-122.477948799,37.7722865371,-122.478416044,37.7722557872,Park Presidio Bypass Dr,10272201.0,27444000.0,28106000.0,DR
-122.441536609,37.7578436295,-122.441562169,37.7575489129,Stanton St,12075000.0,50604000.0,26109000.0,ST
-122.457241647,37.7265109742,-122.457334175,37.7269599241,Eastwood Dr,5048000.0,22622000.0,22625000.0,DR
-122.410892318,37.7963947394,-122.411718938,37.7962907652,Pacific Ave,10134000.0,25110000.0,25109000.0,AVE
-122.382320277,37.7272167289,-122.382686989,37.7274248723,Revere Ave,10973000.0,20076000.0,20120000.0,AVE
-122.40666788,37.7476785088,-122.406818107,37.7476142337,Peralta Ave,10340101.0,33237000.0,21119000.0,AVE
-122.443340134,37.7695332383,-122.443461441,37.7694969982,Waller St,13371000.0,26321000.0,26339000.0,ST
-122.421133872,37.7848750826,-122.421216458,37.7852326289,Van Ness Ave,13152201.0,25192000.0,25195000.0,AVE
-122.465152293,37.7396660481,-122.465237442,37.7396866462,Portola Dr,10620103.0,22920000.0,22921000.0,DR
-122.441709838,37.7446289398,-122.441366468,37.7449068339,Amber Dr,2257000.0,22312000.0,22314000.0,DR
-122.390723105,37.7169219059,-122.391088333,37.7172564844,Jamestown Ave,7429000.0,20434000.0,33227000.0,AVE
-122.457538572,37.7557232357,-122.457719165,37.7556639608,Crestmont Dr,4526000.0,27036000.0,32909000.0,DR
-122.49985467,37.7139651294,-122.500376518,37.7139693746,Fort Funston Rd,12966000.0,33710000.0,33706000.0,RD
-122.379923135,37.7332095658,-122.379596063,37.7324645719,Ingalls St,7217000.0,20061000.0,20085000.0,ST
-122.411081667,37.7954673824,-122.411541532,37.7954085264,Jackson St,7386000.0,25052000.0,25103000.0,ST
-122.467063647,37.7116477397,-122.467072691,37.7124218717,Arch St,2395000.0,22516000.0,22524000.0,ST
-122.499894826,37.7351640096,-122.500062558,37.7349048999,42nd Ave,1947000.0,23433000.0,23445000.0,AVE
-122.438704177,37.7236478422,-122.438808573,37.7236012764,Ocean Ave,9808201.0,21757000.0,21758000.0,AVE
-122.414920756,37.7450450695,-122.415149027,37.7449898128,Stoneman St,4457000.0,21282000.0,21272000.0,ST
-122.422694164,37.7921746452,-122.42281554,37.7922548257,Van Ness Ave,13160101.0,26535000.0,26540000.0,AVE
-122.46926122,37.7552485144,-122.46947744,37.7553004217,Noriega St,9647102.0,32872000.0,27134000.0,ST
-122.391537615,37.7615940526,-122.391417527,37.7603614916,Indiana St,7194000.0,23647000.0,23646000.0,ST
-122.387926351,37.7427031543,-122.387891793,37.7426143776,03rd St,202101.0,20239000.0,20238000.0,ST
-122.463189003,37.7226046148,-122.462840327,37.7228017328,Head St,6860000.0,33423000.0,22619000.0,ST
