-71.1428720181;42.3825281111;[[0.0772, [2, 772, 507]], [0.1022, [202, 1022, 24]]];['-71.1428347534', '42.3825333464', '-71.1428720181', '42.3825281111', 'Poplar Rd', 'Poplar_Rd_1', '587.0', '588.0', 'Rd\n']
-71.1064846189;42.3782653664;[[0.0049, [320, 49, 462]], [0.0082, [6, 82, 694]]];['-71.1064846189', '42.3782653664', '-71.1063786862', '42.3782856523', 'Kirkland St', 'Kirklan_St_16', '769.0', '760.0', 'St\n']
-71.1063786862;42.3782856523;[[0.0092, [44, 92, 88]], [0.0081, [0, 81, 617]]];['-71.1064846189', '42.3782653664', '-71.1063786862', '42.3782856523', 'Kirkland St', 'Kirklan_St_16', '769.0', '760.0', 'St\n']
-71.1001728463;42.3706985774;[[0.0323, [219, 323, 212]], [0.0482, [11, 482, 202]]];['-71.1001728463', '42.3706985774', '-71.1009100083', '42.3709862469', 'St Mary Rd', 'St-M_Rd_1', '1358.0', '1322.0', 'Rd\n']
-71.1009100083;42.3709862469;[[0.0223, [0, 223, 1407]], [0.0133, [18, 133, 1021]]];['-71.1001728463', '42.3706985774', '-71.1009100083', '42.3709862469', 'St Mary Rd', 'St-M_Rd_1', '1358.0', '1322.0', 'Rd\n']
-71.1145715623;42.3687295944;[[0.0384, [144, 384, 378]], [0.0353, [116, 353, 182]]];['-71.1145715623', '42.3687295944', '-71.1146965149', '42.3687317967', 'Surrey St', 'Surrey_St_1', '1516.0', '1514.0', 'St\n']
-71.1146965149;42.3687317967;[[0.0358, [133, 358, 1333]], [0.0336, [41, 336, 1060]]];['-71.1145715623', '42.3687295944', '-71.1146965149', '42.3687317967', 'Surrey St', 'Surrey_St_1', '1516.0', '1514.0', 'St\n']
-71.0944374356;42.3684768145;[[0.0638, [29, 638, 0]], [0.1106, [105, 1106, 11]]];['-71.0944374356', '42.3684768145', '-71.0947900597', '42.3687649782', 'Hampshire St', 'Hampshi_St_6', '1525.0', '1510.0', 'St\n']
-71.0947900597;42.3687649782;[[0.0008, [1, 8, 663]], [0.0055, [29, 55, 742]]];['-71.0944374356', '42.3684768145', '-71.0947900597', '42.3687649782', 'Hampshire St', 'Hampshi_St_6', '1525.0', '1510.0', 'St\n']
-71.0792817829;42.3723348065;[[0.0097, [51, 97, 4]], [0.0021, [6, 21, 1]]];['-71.0792817829', '42.3723348065', '-71.0794422584', '42.3724164535', 'Monsignor Obrien Hwy', 'Monsign-O_Hwy_8', '1228.0', '1196.0', 'Hwy\n']
-71.0794422584;42.3724164535;[[0.0078, [45, 78, 2430]], [0.0004, [10, 4, 741]]];['-71.0792817829', '42.3723348065', '-71.0794422584', '42.3724164535', 'Monsignor Obrien Hwy', 'Monsign-O_Hwy_8', '1228.0', '1196.0', 'Hwy\n']
-71.089214437;42.3703017803;[[0.1109, [28, 1109, 398]], [0.2043, [0, 2043, 215]]];['-71.089214437', '42.3703017803', '-71.0890417911', '42.3702468034', 'James Way', 'James_Way_1', '1381.0', '1393.0', 'Way\n']
-71.0890417911;42.3702468034;[[0.2949, [19, 2949, 12]], [0.119, [1, 1190, 901]]];['-71.089214437', '42.3703017803', '-71.0890417911', '42.3702468034', 'James Way', 'James_Way_1', '1381.0', '1393.0', 'Way\n']
-71.1510653465;42.3789446989;[[0.0295, [1, 295, 2032]], [0.013, [76, 130, 1512]]];['-71.1510653465', '42.3789446989', '-71.1510724504', '42.3789652186', 'Holworthy St', 'Holwort_St_10', '749.0', '700.0', 'St\n']
