lat1,lng1,lat2,lng2,name
42.356376,-71.097623,42.356364,-71.09764,Amherst Aly
42.371317,-71.088915,42.371671,-71.088714,Cardinal Medeiros Ave
42.387257,-71.116772,42.387461,-71.117147,Somerville Ave
42.386344,-71.136823,42.386553,-71.137101,Field St
42.371321,-71.121184,42.36997,-71.122312,Jfk St
42.370278,-71.117865,42.370558,-71.118991,Mill St
42.356713,-71.10664,42.356627,-71.10673,Sidney St
42.384331,-71.114998,42.384334,-71.11485,Prentiss St
42.372869,-71.121399,42.372869,-71.1214,Eliot St
42.365797,-71.138931,42.365595,-71.139251,Greenough Blvd
42.39842,-71.130308,42.39843,-71.130301,Camp St
42.394999,-71.140573,42.394699,-71.14056,Alewife Brook Pkwy
42.354655,-71.110497,42.354587,-71.110553,Brookline St
42.363015,-71.106624,42.363073,-71.106723,Cottage St
42.367814,-71.099487,42.367852,-71.099461,Norfolk St
42.374516,-71.112403,42.374597,-71.112374,Felton St
42.36983,-71.14062,42.369617,-71.140744,Coolidge Ave
42.365091,-71.078219,42.364938,-71.078253,First St
42.393701,-71.128989,42.393711,-71.129049,Hollis Pk
42.377462,-71.149118,42.377187,-71.149265,Park Ave
42.37598,-71.118635,42.376039,-71.1187,Peabody St
42.395699,-71.135393,42.395682,-71.13617,Dudley St
42.367039,-71.095243,42.367107,-71.095416,Broadway
42.398007,-71.153241,42.398049,-71.153305,Acorn Pk
42.37444,-71.123153,42.374498,-71.12321,Fuller Pl
42.36203,-71.08277,42.362019,-71.082829,Main St
42.378129,-71.129532,42.378063,-71.129756,Craigie St
42.383337,-71.120375,42.383103,-71.120876,Martin St
42.397349,-71.133352,42.397404,-71.134221,Harvey St
42.374477,-71.105888,42.375204,-71.105715,Leonard Ave
42.368763,-71.079721,42.368304,-71.079831,Lopez Ave
42.397469,-71.136371,42.397541,-71.136374,Clifton St
42.372663,-71.098649,42.373261,-71.098224,Prospect St
42.361955,-71.11602,42.36253,-71.116052,Memorial Dr
42.37272,-71.123456,42.372597,-71.123618,University Rd
42.369738,-71.112328,42.369846,-71.112642,Massachusetts Ave
42.354831,-71.102562,42.354831,-71.102562,Amherst Aly
42.365073,-71.107023,42.365065,-71.107117,Western Ave
42.38031,-71.111531,42.380362,-71.111523,Irving St
42.382222,-71.143483,42.38259,-71.143134,Fresh Pond Pkwy
42.375668,-71.13149,42.375717,-71.131514,Shaler Ln
42.384106,-71.122281,42.384063,-71.122377,Linnaean St
42.353877,-71.103691,42.354182,-71.103837,Audrey St
42.369504,-71.083596,42.369386,-71.083623,Fifth St
42.394595,-71.142269,42.394563,-71.142203,Cambridgepark Pl
42.384378,-71.120321,42.384361,-71.120317,Potter Pk
42.400697,-71.135489,42.400664,-71.135552,Columbus Ave
42.372869,-71.1214,42.372699,-71.121543,Eliot St
42.391723,-71.123938,42.391405,-71.124406,Cogswell Ave
42.366826,-71.093919,42.366893,-71.094014,Market St
42.354899,-71.102654,42.354899,-71.102654,Amherst Aly
42.371889,-71.085501,42.371752,-71.085535,Seventh St
42.37024,-71.080029,42.369647,-71.080161,Third St
42.375541,-71.12708,42.375534,-71.127071,Longfellow Pk
42.36639,-71.113442,42.366389,-71.113006,Magee St
42.365182,-71.101306,42.365231,-71.101285,Norfolk St
42.373117,-71.096113,42.373133,-71.096239,Cambridge St
42.381408,-71.136,42.381374,-71.136441,Huron Ave
42.37194,-71.118472,42.37197,-71.118574,Mt Auburn St
42.386237,-71.136409,42.386175,-71.136529,Garden St
42.391058,-71.118473,42.391247,-71.118703,Elm St N
42.372172,-71.115651,42.372154,-71.115673,Bow St
42.387188,-71.131669,42.388374,-71.132475,Sherman St
42.378176,-71.113066,42.377981,-71.113006,Kirkland Pl
42.36593,-71.098579,42.366182,-71.099414,Suffolk St
42.375979,-71.141629,42.37591,-71.141976,Brattle St
42.368746,-71.092993,42.368996,-71.09307,Webster Ave
42.364742,-71.104882,42.364566,-71.105076,Magazine St
42.379296,-71.138425,42.37931,-71.138447,Lincoln Ln
42.391569,-71.119094,42.391713,-71.11923,Elm St N
42.372028,-71.083,42.371561,-71.083112,Fifth St
42.387974,-71.125729,42.387954,-71.125774,Walden St
42.384711,-71.135695,42.385076,-71.135399,Fayerweather St
42.375704,-71.126787,42.376318,-71.126505,Longfellow Pk
42.397043,-71.129931,42.396966,-71.130061,Alberta Ter
42.370039,-71.091033,42.370128,-71.090982,Berkshire St
42.365142,-71.078206,42.365172,-71.078442,Binney St
42.376955,-71.14542,42.377027,-71.145492,Larchwood Dr
42.382539,-71.142908,42.382547,-71.142918,Poplar Rd
42.383233,-71.142569,42.383394,-71.142448,Fresh Pond Pkwy
42.369707,-71.121613,42.369715,-71.121934,Memorial Dr
42.372394,-71.096688,42.372726,-71.096487,Norfolk St
42.367641,-71.09295,42.367645,-71.092942,Clark St
42.362043,-71.083375,42.362072,-71.083553,Main St
42.368196,-71.09282,42.368307,-71.092856,Webster Ave
42.367392,-71.074011,42.367288,-71.074031,Cambridge Pkwy
42.369822,-71.1202,42.369803,-71.120497,Memorial Dr
42.384434,-71.116102,42.385078,-71.116135,Oxford St
42.385466,-71.133811,42.38595,-71.133425,Ivy St
42.398723,-71.138661,42.398732,-71.138785,Whittemore Ave
42.392332,-71.124556,42.39247,-71.12471,Massachusetts Ave
42.380102,-71.154013,42.380643,-71.15354,Fresh Pond Pl
42.37455,-71.118685,42.374583,-71.118679,Peabody St
42.365335,-71.111458,42.365325,-71.111565,Callender St
42.378188,-71.154867,42.378189,-71.154869,Lawn St
42.38538,-71.119336,42.385376,-71.119272,Forest St
42.356556,-71.096831,42.356556,-71.096831,Endicott St
42.365841,-71.10739,42.366253,-71.108082,Franklin St
42.372484,-71.080096,42.372483,-71.080105,Winter St
42.38961,-71.131129,42.389628,-71.130872,Walden Square Rd
42.374495,-71.129996,42.374498,-71.130321,Memorial Dr
42.366103,-71.104533,42.366682,-71.103899,Temple St
42.372203,-71.089076,42.372237,-71.089332,Cambridge St
42.373141,-71.097112,42.37324,-71.097052,Tremont St
42.376891,-71.108315,42.376951,-71.108703,Emmons Pl
42.356101,-71.096549,42.356216,-71.09662,Endicott St
42.380448,-71.111484,42.380476,-71.111464,Irving St
42.369428,-71.103471,42.369529,-71.103755,West St
42.379021,-71.151102,42.379038,-71.151114,Holworthy St
42.373215,-71.122553,42.373313,-71.122824,Mt Auburn St
42.380032,-71.124987,42.380117,-71.125057,Garden St
42.376128,-71.153496,42.376131,-71.153663,Thingvalla Ave
42.368031,-71.099338,42.368142,-71.09926,Norfolk St
42.356365,-71.09791,42.356365,-71.097914,Amherst Aly
42.388628,-71.144098,42.388912,-71.144112,Wheeler St
42.376559,-71.149182,42.376582,-71.149175,Holworthy Pl
42.389497,-71.132668,42.389554,-71.132671,Sherman St
42.375487,-71.11992,42.375501,-71.11975,Massachusetts Ave
42.370519,-71.114543,42.370709,-71.115082,Mt Auburn St
42.379342,-71.13848,42.379348,-71.138482,Lincoln Ln
42.366508,-71.096527,42.366538,-71.096598,Harvard St
42.376209,-71.150226,42.376233,-71.150075,Holworthy Pl
42.372286,-71.137726,42.372254,-71.137612,Coolidge Hill
42.370996,-71.114283,42.371003,-71.114305,Arrow St
42.381181,-71.112648,42.381226,-71.112587,Museum St
42.395799,-71.13527,42.396575,-71.135299,Jackson St
42.380115,-71.131662,42.38016,-71.131676,Sparks St
42.376677,-71.153597,42.376661,-71.153539,Corcoran Ln
42.399324,-71.147303,42.39978,-71.148808,Concord Tpk
42.374121,-71.126511,42.374102,-71.126516,Hawthorn St
42.378843,-71.121015,42.37884,-71.121013,Follen St
42.372325,-71.119289,42.373208,-71.118792,Dunster St
42.391546,-71.13497,42.391551,-71.134967,Jackson Pl
42.371778,-71.098459,42.371828,-71.098522,Hampshire St
42.383656,-71.139031,42.38369,-71.139196,Vassal Ln
42.402845,-71.134343,42.402739,-71.134387,Alewife Brook Pkwy
42.361182,-71.088321,42.361234,-71.088328,Ames St
42.369624,-71.079976,42.369647,-71.080161,Thorndike St
42.367289,-71.102459,42.367368,-71.102404,Prospect St
42.362866,-71.092224,42.36296,-71.093461,Main St
42.387861,-71.142844,42.387899,-71.142904,Concord Ave
42.361437,-71.113052,42.361702,-71.113463,Allston St
42.377242,-71.154122,42.377284,-71.15407,Corcoran Ln
42.369869,-71.081961,42.370045,-71.08334,Thorndike St
42.371829,-71.110347,42.371893,-71.110305,Ellery St
42.376217,-71.154998,42.376252,-71.155394,Thingvalla Ave
42.367242,-71.084124,42.366851,-71.084219,Fifth St
42.391193,-71.150872,42.391334,-71.150884,Smith Pl
42.38016,-71.15268,42.380177,-71.152709,Huron Ave
42.361698,-71.10366,42.361863,-71.103934,Watson St
42.391047,-71.131844,42.391055,-71.131897,Pemberton St
42.378134,-71.144814,42.378209,-71.144892,Fresh Pond Ln
42.367142,-71.105047,42.367184,-71.105,Inman St
42.397838,-71.14151,42.397845,-71.141681,Concord Tpk
42.36607,-71.079521,42.366092,-71.079695,Rogers St
42.395705,-71.135085,42.395701,-71.135265,Dudley St
42.40112,-71.133207,42.401125,-71.133207,Muller Ave
42.379468,-71.129909,42.3797,-71.13005,Buckingham St
42.360012,-71.107592,42.360061,-71.107673,Erie St
42.397284,-71.132294,42.397337,-71.133167,Harvey St
42.384279,-71.140927,42.384298,-71.140987,Vassal Ln
42.380344,-71.114158,42.380721,-71.114478,Gorham St
42.362103,-71.110474,42.362052,-71.110533,Pleasant St
42.37834,-71.142637,42.378349,-71.142644,Larch Rd
42.375608,-71.131478,42.375648,-71.131484,Shaler Ln
42.371157,-71.071876,42.371322,-71.072231,North St
42.396598,-71.136222,42.396593,-71.136336,Theriault Ct
42.366993,-71.097861,42.3671,-71.097799,Columbia St
42.371866,-71.110234,42.371516,-71.109288,Cleveland St
42.363914,-71.10834,42.363864,-71.108396,Pleasant St
42.359958,-71.111009,42.359955,-71.11102,Arthur Pk
42.382332,-71.131152,42.382088,-71.131458,Huron Ave
42.360936,-71.099401,42.360249,-71.100969,Landsdowne St
42.373209,-71.124818,42.372968,-71.124974,Gerry St
42.368297,-71.090638,42.368373,-71.090596,Cardinal Medeiros Ave
42.382846,-71.114022,42.382825,-71.114012,Crescent St
42.373734,-71.087711,42.373784,-71.087638,Warren St
42.366595,-71.103582,42.366687,-71.103737,Bishop Allen Dr
42.365402,-71.098765,42.365443,-71.098902,Washington St
42.376694,-71.113814,42.376712,-71.113726,Kirkland St
42.374893,-71.139376,42.374922,-71.139589,Mt Auburn St
42.387367,-71.119193,42.387359,-71.119258,Mt Vernon St
42.392919,-71.1222,42.393332,-71.121593,Russell St
42.385341,-71.115078,42.385033,-71.114693,Beacon St
42.372154,-71.115673,42.372134,-71.115689,Bow St
42.388915,-71.120964,42.388914,-71.120974,Porter Rd
42.35809,-71.089566,42.358346,-71.088802,Memorial Dr
42.366702,-71.09734,42.366822,-71.097293,Pine St
42.360135,-71.083795,42.360149,-71.083795,Wadsworth St
42.373396,-71.133355,42.373374,-71.133386,Memorial Dr
42.402471,-71.133835,42.402614,-71.134457,Matignon Rd
42.361818,-71.086208,42.361818,-71.086201,Deacon St
42.366538,-71.09354,42.366554,-71.093543,Market St
42.397809,-71.1419,42.397846,-71.142009,Concord Tpk
42.366035,-71.114762,42.365822,-71.114822,Banks St
42.371412,-71.117053,42.371318,-71.11711,Plympton St
42.371526,-71.10906,42.37155,-71.10913,Chatham St
42.379371,-71.108629,42.379217,-71.108861,Shady Hill Sq
42.381791,-71.139002,42.382343,-71.139197,Standish St
42.360924,-71.08204,42.360863,-71.0823,Memorial Dr
42.376247,-71.105466,42.376266,-71.105454,Leonard Ave
42.364722,-71.098098,42.364905,-71.098029,Pine St
42.392564,-71.135777,42.392523,-71.135569,Jefferson Pk
42.374421,-71.129268,42.37446,-71.129543,Memorial Dr
42.364708,-71.106293,42.364617,-71.10656,River St
42.375916,-71.13673,42.375872,-71.13669,Traill St
42.367793,-71.111201,42.368545,-71.113429,Franklin St
42.356556,-71.096831,42.356629,-71.096878,Endicott St
42.398087,-71.153357,42.398049,-71.153305,Acorn Pk
42.397895,-71.129705,42.397969,-71.129622,Cameron Ave
42.367432,-71.096242,42.367492,-71.096395,Broadway
42.37966,-71.153165,42.379683,-71.153135,Fresh Pond Pl
42.366358,-71.105313,42.366408,-71.105392,Massachusetts Ave
42.385757,-71.118091,42.385301,-71.118146,Newport Rd
42.381806,-71.134783,42.381881,-71.134917,Vassal Ln
42.37593,-71.140496,42.376036,-71.140622,Fresh Pond Pkwy
42.379792,-71.144516,42.379964,-71.144529,Fresh Pond Pkwy
42.394146,-71.15024,42.394155,-71.15024,Smith Pl
42.382528,-71.142872,42.38253,-71.142891,Poplar Rd
42.393635,-71.158089,42.394136,-71.158247,Blanchard Rd
42.378723,-71.136554,42.378738,-71.136521,Reservoir St
42.388173,-71.119415,42.388472,-71.119495,Massachusetts Ave
42.377513,-71.132651,42.377441,-71.133273,Brattle St
42.391365,-71.130475,42.391369,-71.130437,Van Norden St
42.38873,-71.143228,42.388691,-71.143251,Alewife Brook Pkwy
42.369804,-71.092672,42.369886,-71.092929,York St
42.373884,-71.093932,42.374081,-71.093819,Columbia St
42.372051,-71.107938,42.372074,-71.107998,Broadway
42.373965,-71.10349,42.374063,-71.103412,Maple Ave
42.392539,-71.126364,42.392535,-71.126445,Rindge Ave
42.383325,-71.13718,42.383374,-71.137365,Vassal Ln
42.380928,-71.140017,42.380806,-71.140649,Huron Ave
42.375986,-71.124614,42.376214,-71.123677,Mason St
42.37434,-71.121822,42.374385,-71.12186,Brattle St
42.376316,-71.139905,42.376205,-71.140478,Brattle St
42.398301,-71.143639,42.398391,-71.144107,Concord Tpk
42.382983,-71.127683,42.383033,-71.127744,Garden St
42.375509,-71.127009,42.375508,-71.126994,Longfellow Pk
42.37856,-71.132075,42.37854,-71.132144,Brewster St
42.397003,-71.141131,42.3969,-71.141081,Alewife Brook Pkwy
42.386683,-71.140775,42.386688,-71.140858,Concord Ave
42.383921,-71.136041,42.38401,-71.136258,Saville St
42.369115,-71.09156,42.369181,-71.091523,Berkshire St
42.363134,-71.088045,42.363238,-71.087968,Ames St
42.397209,-71.130725,42.397202,-71.130772,Harvey St
42.365456,-71.094023,42.365502,-71.094132,Harvard St
42.363583,-71.098512,42.363898,-71.099042,Bishop Allen Dr
42.392587,-71.125405,42.392539,-71.126364,Rindge Ave
42.391475,-71.135078,42.391475,-71.135078,Jackson Pl
42.374419,-71.113727,42.374439,-71.113762,Broadway
42.365666,-71.092141,42.364946,-71.092551,Portland St
42.372113,-71.108095,42.372211,-71.108344,Broadway
42.39989,-71.137076,42.399778,-71.137074,Harrison Ave
42.397806,-71.140705,42.397817,-71.140794,Concord Tpk
42.372017,-71.124974,42.372275,-71.12524,Memorial Dr
42.362322,-71.11448,42.362346,-71.114491,Blackstone St
42.367038,-71.101446,42.36718,-71.101344,Essex St
42.39584,-71.133196,42.396205,-71.133211,Montgomery St
42.371677,-71.08496,42.371735,-71.085409,Cambridge St
42.365187,-71.097807,42.365209,-71.097911,Washington St
42.368742,-71.090384,42.368804,-71.090349,Cardinal Medeiros Ave
42.374595,-71.138163,42.374412,-71.138246,Coolidge Hill Rd
42.359582,-71.110451,42.359405,-71.110162,Bailey Pl
42.396635,-71.129385,42.396763,-71.129529,Massachusetts Ave
42.370257,-71.140381,42.370166,-71.140429,Coolidge Ave
42.376791,-71.145137,42.376827,-71.145218,Larchwood Dr
42.356341,-71.106036,42.356273,-71.106107,Grove Ave
42.36103,-71.099184,42.360991,-71.099275,Landsdowne St
42.371929,-71.078471,42.371931,-71.078475,Monsignor Obrien Hwy
42.393143,-71.147827,42.393428,-71.150231,Fawcett St
42.379804,-71.124155,42.379854,-71.123974,Walker St
42.365232,-71.104601,42.365203,-71.104731,Central Sq
42.367472,-71.084071,42.367356,-71.084098,Fifth St
42.389615,-71.148119,42.389674,-71.148381,Concord Ave
42.365569,-71.076768,42.365212,-71.077111,Land Blvd
42.375546,-71.126875,42.375551,-71.12687,Longfellow Pk
42.356229,-71.109884,42.356134,-71.109985,Hastings Sq
42.368258,-71.093157,42.368249,-71.093193,Bristol St
42.377685,-71.126349,42.377618,-71.126442,St Johns Rd
42.378085,-71.144903,42.378134,-71.144814,Meadow Way
42.368284,-71.094203,42.368423,-71.094372,Hampshire St
42.364756,-71.112325,42.364898,-71.112328,Dodge St
42.378119,-71.148961,42.37822,-71.149615,High St
42.369184,-71.103535,42.369331,-71.103435,Inman St
42.387133,-71.140964,42.387184,-71.140977,New St
42.358378,-71.109476,42.358267,-71.109593,Pearl St
42.398874,-71.128829,42.399197,-71.129354,Seven Pines Ave
42.35744,-71.103703,42.357415,-71.103707,Waverly St
42.377938,-71.127411,42.377938,-71.127411,Berkeley Pl
42.373781,-71.101237,42.373874,-71.101959,Cambridge St
42.375442,-71.12952,42.375424,-71.129556,Burns Ct
42.394417,-71.133142,42.394452,-71.133143,Montgomery St
42.375295,-71.133161,42.374955,-71.133072,Lowell St
42.369646,-71.104085,42.369678,-71.104064,West Pl
42.391182,-71.129188,42.390612,-71.129214,Yerxa Rd
42.385534,-71.14123,42.386007,-71.141146,Fresh Pond Pkwy
42.364825,-71.096064,42.364828,-71.096071,Washington St
42.36997,-71.122312,42.369804,-71.122458,Jfk St
42.370986,-71.10091,42.371039,-71.101045,St Mary Rd
42.377406,-71.155773,42.378098,-71.155426,Oxford Ave
42.383367,-71.125649,42.383375,-71.125646,Fernald Dr
42.382925,-71.114092,42.382902,-71.114063,Crescent St
42.372837,-71.120909,42.372848,-71.121089,Mt Auburn St
42.391494,-71.135024,42.391484,-71.135045,Jackson Pl
42.368638,-71.098921,42.369146,-71.098625,Norfolk St
42.39867,-71.132457,42.39817,-71.132454,Edmunds St
42.39648,-71.130878,42.396425,-71.130876,Cedar St
42.357071,-71.110868,42.356794,-71.11037,Pearl Street Pl
42.372034,-71.088507,42.372123,-71.088456,Cardinal Medeiros Ave
42.382175,-71.140456,42.383243,-71.140834,Lakeview Ave
42.373212,-71.118249,42.373226,-71.118302,Massachusetts Ave
42.35483,-71.10255,42.35483,-71.10255,Amherst Aly
42.370648,-71.083327,42.370171,-71.08344,Fifth St
42.367511,-71.109737,42.367697,-71.109536,Hancock St
42.401674,-71.133705,42.402034,-71.134285,Murray Hill Rd
42.384325,-71.141067,42.384337,-71.141122,Vassal Ln
42.367518,-71.110484,42.367603,-71.110647,Franklin St
42.353598,-71.109282,42.353636,-71.109424,Memorial Dr
42.376108,-71.137266,42.376036,-71.13696,Traill St
42.35868,-71.088838,42.358326,-71.089904,Memorial Dr
42.393823,-71.12939,42.39381,-71.129373,Hollis Pk
42.373352,-71.103149,42.373321,-71.103188,Fainwood Cir
42.370757,-71.102452,42.370847,-71.102689,Farrell Way
42.387535,-71.130459,42.387771,-71.129806,Cadbury Rd
42.372254,-71.137612,42.372245,-71.13757,Coolidge Hill
42.377061,-71.124268,42.377112,-71.124177,Phillips Pl
42.390621,-71.129341,42.390811,-71.13044,Pemberton St
42.401145,-71.136436,42.401302,-71.136715,Massachusetts Ave
42.370802,-71.104784,42.370823,-71.104839,Broadway
42.37102,-71.13458,42.370952,-71.13458,Greenough Blvd
42.364264,-71.107401,42.364308,-71.107475,William St
42.398155,-71.144089,42.398146,-71.14406,Alewife T Station Access Rd
42.393045,-71.123757,42.393051,-71.123738,Milton St
42.377565,-71.12309,42.377655,-71.123165,Garden St
42.356348,-71.097771,42.356348,-71.097771,Amherst Aly
42.380654,-71.141424,42.38062,-71.141603,Huron Ave
42.379854,-71.123974,42.380187,-71.122759,Walker St
42.373263,-71.120841,42.373273,-71.120858,Brattle St
42.380721,-71.114478,42.380762,-71.114504,Gorham St
42.376688,-71.144732,42.376701,-71.144808,Larchwood Dr
42.389427,-71.120039,42.389878,-71.120498,Massachusetts Ave
42.389551,-71.131794,42.389541,-71.131945,Walden Square Rd
42.383548,-71.158592,42.385986,-71.160199,Grove St
42.357299,-71.106023,42.356713,-71.10664,Sidney St
42.37072,-71.099314,42.370673,-71.099346,Murdock St
42.375501,-71.11975,42.375505,-71.119678,Massachusetts Ave
42.365152,-71.115997,42.365225,-71.11599,Memorial Dr
42.372188,-71.088962,42.372203,-71.089076,Cambridge St
42.355903,-71.109578,42.355998,-71.109745,Henry St
42.378783,-71.146896,42.378762,-71.147114,Huron Ave
42.367562,-71.081231,42.367318,-71.081458,Third St
42.369693,-71.099389,42.370416,-71.098878,Tremont St
42.392448,-71.121554,42.393055,-71.120657,Tenney St
42.365707,-71.08264,42.365879,-71.083967,Binney St
42.390421,-71.127924,42.390474,-71.128086,Pemberton St
42.378342,-71.113106,42.378176,-71.113066,Kirkland Pl
42.376233,-71.150075,42.376293,-71.149681,Holworthy Pl
42.377885,-71.144503,42.378027,-71.144677,Fresh Pond Ln
42.361456,-71.079002,42.361383,-71.079177,Memorial Dr
42.360564,-71.082032,42.360343,-71.0827,Memorial Dr
42.368732,-71.114697,42.368638,-71.114697,Banks St
42.380694,-71.144631,42.380818,-71.144636,Fresh Pond Pkwy
42.379035,-71.124029,42.378969,-71.124176,Chauncy St
42.392726,-71.128024,42.392808,-71.127986,Rindgefield St
42.362314,-71.085178,42.362348,-71.085173,Hayward St
42.365973,-71.084695,42.366113,-71.085783,Binney St
42.365126,-71.105141,42.365074,-71.105395,River St
42.364036,-71.079946,42.364052,-71.080087,Athenaeum St
42.370765,-71.086372,42.370539,-71.086425,Eighth St
42.374498,-71.12321,42.374757,-71.12346,Fuller Pl
42.377571,-71.123318,42.377269,-71.123871,Berkeley St
42.355774,-71.10568,42.355557,-71.105905,Waverly St
42.389522,-71.128655,42.38952,-71.128665,Richdale Ave
42.358149,-71.109719,42.357616,-71.110286,Pearl St
42.373532,-71.11877,42.373568,-71.118791,Massachusetts Ave
42.383384,-71.133102,42.38378,-71.133974,Concord Ave
42.372694,-71.116418,42.372717,-71.116501,Massachusetts Ave
42.358628,-71.102625,42.358239,-71.103051,Waverly St
42.365188,-71.079904,42.364848,-71.079982,Second St
42.396705,-71.135303,42.397254,-71.135325,Jackson St
42.371463,-71.08329,42.371636,-71.084647,Cambridge St
42.39759,-71.137059,42.397593,-71.137069,Harvey St
42.377516,-71.150478,42.377491,-71.150625,Holmes St
42.364227,-71.105451,42.364049,-71.105646,Magazine St
42.354084,-71.104712,42.35418,-71.104747,Amesbury St
42.372319,-71.108617,42.37236,-71.108722,Broadway
42.369616,-71.094346,42.36964,-71.094459,Seckel St
42.366335,-71.098234,42.366383,-71.098207,Columbia St
42.391101,-71.141394,42.390903,-71.141493,Alewife Brook Pkwy
42.386859,-71.140932,42.386896,-71.140929,New St
42.377732,-71.126229,42.377723,-71.126276,St Johns Rd
42.366117,-71.088845,42.366038,-71.088941,Galilei Way
42.364186,-71.093869,42.364479,-71.094528,Washington St
42.393587,-71.130806,42.393403,-71.130802,Rice St
42.395332,-71.158353,42.395329,-71.156971,Flanders Rd
42.365209,-71.097911,42.36523,-71.098005,Washington St
42.365378,-71.106612,42.365322,-71.106677,Pleasant St
42.357386,-71.115156,42.357681,-71.115302,Memorial Dr
42.372601,-71.116103,42.372662,-71.116309,Massachusetts Ave
42.391574,-71.13496,42.391574,-71.13496,Jackson Pl
42.370758,-71.109444,42.370808,-71.109623,Harvard St
42.370823,-71.094683,42.370938,-71.09505,Livermore Pl
42.398924,-71.130704,42.398978,-71.130652,Gold Star Rd
42.365319,-71.101225,42.365617,-71.101017,Norfolk St
42.36513,-71.097049,42.366414,-71.096563,Cherry St
42.372848,-71.121089,42.372859,-71.121242,Mt Auburn St
42.370473,-71.073396,42.37103,-71.072925,Leighton St
42.371996,-71.118665,42.372061,-71.118853,Mt Auburn St
42.362107,-71.110617,42.362329,-71.110956,Rockwell St
42.364234,-71.107707,42.364078,-71.108146,River St
42.384334,-71.11485,42.384344,-71.114779,Prentiss St
42.377849,-71.136189,42.377862,-71.136218,Channing Pl
42.380096,-71.108829,42.380178,-71.108716,Scott St
42.385442,-71.1152,42.385489,-71.115258,Beacon St
42.357345,-71.115136,42.357386,-71.115156,Memorial Dr
42.366048,-71.084408,42.365996,-71.084421,Fifth St
42.375002,-71.114437,42.375022,-71.114436,Quincy St
42.376956,-71.111432,42.376903,-71.11143,Kirkland Rd
42.395762,-71.136304,42.396539,-71.136334,Clifton St
42.363106,-71.11104,42.363083,-71.111111,River St
42.366565,-71.083495,42.366648,-71.084097,Rogers St
42.367837,-71.087887,42.367735,-71.087912,Fulkerson St
42.371672,-71.098642,42.37072,-71.099314,Murdock St
42.368594,-71.092946,42.36867,-71.092969,Webster Ave
42.364767,-71.092653,42.363884,-71.093157,Portland St
42.393371,-71.127754,42.393381,-71.127757,Rindgefield St
42.371201,-71.11435,42.372205,-71.115581,Massachusetts Ave
42.369285,-71.081946,42.369174,-71.081972,Sciarappa St
42.395373,-71.125584,42.395444,-71.125462,Dover St
42.369707,-71.10324,42.369918,-71.10385,Inman Pl
42.359589,-71.085082,42.359989,-71.08387,Memorial Dr
42.39992,-71.130732,42.400019,-71.130621,Washburn Ave
42.367437,-71.102355,42.367824,-71.10208,Prospect St
42.394452,-71.133143,42.394642,-71.13315,Montgomery St
42.364925,-71.089788,42.365307,-71.090776,Broadway
42.36778,-71.116359,42.367879,-71.116403,Memorial Dr
42.391868,-71.123746,42.392217,-71.123233,Russell St
42.369997,-71.093296,42.369984,-71.093382,York St
42.378965,-71.151072,42.378993,-71.151084,Holworthy St
42.372546,-71.115999,42.37257,-71.11603,Massachusetts Ave
42.400516,-71.132387,42.400576,-71.132462,Muller Ave
42.38338,-71.129865,42.383131,-71.130153,Huron Ave
42.385905,-71.12347,42.38624,-71.123669,Washington Ave
42.36253,-71.116052,42.363316,-71.116076,Memorial Dr
42.386569,-71.119288,42.38628,-71.121853,Arlington St
42.398175,-71.141762,42.398122,-71.141884,Alewife Brook Pkwy
42.377886,-71.10774,42.377967,-71.107828,Myrtle Ave
42.370101,-71.10428,42.37016,-71.104424,Inman Pl
42.372621,-71.109383,42.372629,-71.109424,Broadway
42.373239,-71.118764,42.373243,-71.118758,Dunster St
42.3916,-71.134959,42.3916,-71.134959,Jackson Pl
42.363196,-71.104392,42.363923,-71.105607,Auburn St
42.38295,-71.114138,42.382939,-71.114115,Crescent St
42.368588,-71.08381,42.36814,-71.083915,Fifth St
42.386603,-71.135198,42.386598,-71.135224,Garden St
42.385685,-71.12144,42.385682,-71.121474,Lancaster St
42.373444,-71.104055,42.373824,-71.104909,Marie Ave
42.378124,-71.10618,42.37731,-71.105199,Beacon St
42.369936,-71.134603,42.369719,-71.134621,Greenough Blvd
42.385327,-71.137453,42.385541,-71.137938,Concord Ave
42.371715,-71.11297,42.371742,-71.113068,Harvard St
42.378513,-71.1451,42.378553,-71.145115,Fresh Pond Ln
42.360168,-71.083798,42.360185,-71.083804,Wadsworth St
42.393609,-71.134789,42.393623,-71.135181,Rindge Ave
42.37037,-71.085859,42.370281,-71.085879,Seventh St
42.390303,-71.118441,42.390614,-71.11878,Saginaw Ave
42.366788,-71.100945,42.366899,-71.101241,Percy Pl
42.384442,-71.130731,42.384489,-71.130798,Garden St
42.372845,-71.099759,42.372904,-71.099832,Hampshire St
42.37975,-71.124765,42.380032,-71.124987,Garden St
42.394752,-71.133154,42.39565,-71.133189,Montgomery St
42.361339,-71.08044,42.361263,-71.080724,Memorial Dr
42.387461,-71.117147,42.387822,-71.117784,Somerville Ave
42.378754,-71.136489,42.378769,-71.136469,Reservoir St
42.378012,-71.125017,42.378053,-71.125094,Berkeley St
42.380138,-71.138451,42.380147,-71.138456,Gurney St
42.398542,-71.153646,42.398406,-71.153603,Acorn Pk
42.369346,-71.096519,42.369203,-71.096022,Turner Ct
42.362447,-71.105061,42.36228,-71.105244,Pearl St
42.36577,-71.07806,42.365356,-71.078157,First St
