Leverett Connector,42.3832308,-71.0768622,42.3829701,-71.0769001,8.0,14.0
Larchwood Drive,42.377398,-71.142952,42.377151,-71.143073,19.0,29.0
University Road,42.3725129,-71.1237011,42.3728183,-71.1233055,34.0,48.0
Storrow Drive,42.351275,-71.10546,42.351155,-71.104318,62.0,86.0
Cambridge Parkway Bike Path,42.3678864,-71.0742568,42.367928,-71.074234,4.0,5.0
Cambridge Street,42.3734995,-71.0991386,42.3733731,-71.0981475,59.0,83.0
Main Street,42.3632083,-71.0967969,42.3632016,-71.0967089,5.0,7.0
Oak Street,42.3735692,-71.0996622,42.374085,-71.099546,42.0,59.0
Brookline Street,42.359597,-71.105687,42.35998,-71.105278,37.0,53.0
Dr. Paul Dudley White Path,42.3536135,-71.1103056,42.3536499,-71.1103269,0.0,0.0
Grove Street,42.379515,-71.158216,42.379672,-71.158099,15.0,20.0
Emmett Place,42.367946,-71.085659,42.367856,-71.08494,43.0,60.0
Crescent Street,42.382555,-71.113968,42.382758,-71.11399,16.0,22.0
Second Street,42.368801,-71.079084,42.369482,-71.078913,58.0,77.0
Blanchard Road,42.3909783,-71.1572658,42.391733,-71.157485,56.0,85.0
Fresh Pond Parkway,42.380928,-71.144619,42.38109,-71.144572,12.0,19.0
Alewife Brook Parkway,42.4029502,-71.1343108,42.4030938,-71.1342899,12.0,16.0
Hamilton Road,42.393087,-71.158968,42.393092,-71.158966,0.0,1.0
Galileo Galilei Way,42.3628535,-71.0899602,42.3627241,-71.0899496,18.0,17.0
Clement Circle,42.381115,-71.131719,42.381192,-71.13154,16.0,17.0
Soldiers Field Road,42.367751,-71.121113,42.367738,-71.120706,21.0,29.0
US 3;SR 2,42.3729338,-71.1339745,42.372969,-71.133879,6.0,9.0
Green Street,42.365078,-71.104687,42.365175,-71.104864,14.0,19.0
Eliot Street,42.3729834,-71.121245,42.3728725,-71.1214006,12.0,17.0
North Point Boulevard,42.3699063,-71.0698906,42.3703987,-71.0708085,68.0,94.0
Medford Street,42.388662,-71.096658,42.389121,-71.097146,47.0,66.0
Massachusetts Avenue,42.382178,-71.119743,42.381917,-71.119784,21.0,29.0
Putnam Avenue,42.364743,-71.11389,42.364873,-71.113865,11.0,15.0
Acorn Park Road,42.4006241,-71.1536722,42.4006941,-71.1536215,1155.0,1592.0
Brattle Street,42.377523,-71.132466,42.377498,-71.132825,21.0,28.0
Mill Street,42.370265,-71.117751,42.369957,-71.11677,66.0,91.0
Ellington Road,42.395629,-71.119182,42.3957372,-71.1190658,17.0,25.0
Alewife T Station Access Road,42.3951492,-71.1426429,42.3947086,-71.1424361,37.0,52.0
Sumner Road,42.375263,-71.112743,42.375947,-71.112589,64.0,81.0
Grosvenor Road,42.383072,-71.160254,42.383304,-71.159441,51.0,69.0
River Street,42.362935,-71.111555,42.363078,-71.111116,33.0,41.0
Sidney Street,42.356624,-71.106737,42.3558964,-71.1075154,74.0,104.0
Dr. Paul Dudley White Path,42.3660337,-71.1177275,42.3643441,-71.1177107,138.0,188.0
Belmont Street,42.374696,-71.1496187,42.374683,-71.1497954,18.0,15.0
Dr. Paul Dudley White Path,42.3617344,-71.1466469,42.3617412,-71.1466074,2.0,3.0
Memorial Drive,42.3611103,-71.0810948,42.3613483,-71.0801874,63.0,79.0
Massachusetts Avenue,42.3978826,-71.1307226,42.398327,-71.131253,46.0,66.0
Larchwood Drive,42.376765,-71.145061,42.376882,-71.145318,19.0,25.0
Dr. Paul Dudley White Path,42.360299,-71.0726164,42.3603873,-71.0726078,7.0,10.0
Lilac Court,42.367419,-71.091719,42.3672459,-71.0912184,34.0,47.0
Galileo Galilei Way,42.366336,-71.0880028,42.3663325,-71.0878951,6.0,8.0
Minuteman Bikeway,42.3994149,-71.1446774,42.3993196,-71.1446139,8.0,12.0
Bennett Street,42.3723442,-71.122005,42.3723182,-71.1219308,3.0,4.0
Reservoir Street,42.381415,-71.135796,42.381737,-71.135731,24.0,35.0
Chestnut Street,42.357913,-71.111038,42.357534,-71.110362,51.0,67.0
Dr. Paul Dudley White Path,42.3654863,-71.1437313,42.3654761,-71.1438391,6.0,9.0
Acorn Park,42.3978239,-71.1486715,42.39784,-71.1483003,22.0,31.0
Galileo Galilei Way,42.365847,-71.0891867,42.3657172,-71.0892406,10.0,14.0
Modica Way,42.3646827,-71.1025243,42.3651177,-71.1020619,60.0,77.0
Hinckley Street,42.3958218,-71.1061595,42.3954325,-71.1064379,35.0,49.0
Brighton Street,42.3973408,-71.159387,42.3974386,-71.1594989,11.0,16.0
Ellery Street,42.3735521,-71.1091889,42.372772,-71.109725,73.0,99.0
Francis Place,42.393956,-71.133538,42.393979,-71.133128,1.0,2.0
Edwin H. Land Boulevard,42.3691045,-71.0733676,42.3688658,-71.0736323,30.0,34.0
Binney Street,42.3660769,-71.0850436,42.3661951,-71.0859627,56.0,78.0
Amesbury Street,42.354258,-71.104781,42.3542907,-71.1047926,3.0,4.0
Mary Street,42.402695,-71.151814,42.403016,-71.15027,95.0,131.0
Raymond Street,42.384914,-71.126078,42.385377,-71.126338,46.0,56.0
First Street,42.3679188,-71.0775599,42.3685733,-71.0774066,54.0,76.0
Greenough Boulevard,42.3682405,-71.1355396,42.3681004,-71.1357116,15.0,21.0
Pond Street,42.398147,-71.15667,42.398066,-71.156584,8.0,11.0
Dr. Paul Dudley White Path,42.3575365,-71.0739611,42.3575571,-71.0739256,3.0,4.0
Dr. Paul Dudley White Path,42.3642722,-71.1389014,42.3642975,-71.1388074,6.0,8.0
John F. Kennedy Street,42.3689262,-71.1231928,42.3692523,-71.1229083,32.0,43.0
North Point Boulevard,42.3693698,-71.069276,42.3693362,-71.0692903,0.0,0.0
Lafayette Street,42.401403,-71.137846,42.401758,-71.137288,44.0,59.0
North Harvard Street,42.3685969,-71.1234744,42.3686307,-71.12345,2.0,4.0
Glenn Road,42.38894,-71.158055,42.388919,-71.157905,8.0,12.0
Museum Street,42.380329,-71.114101,42.380324,-71.114089,1.0,1.0
Lincoln Street,42.371401,-71.095341,42.37124,-71.094849,31.0,44.0
Lafayette Street,42.399916,-71.140696,42.400103,-71.1402866,28.0,39.0
Massachusetts Avenue,42.4013004,-71.1366958,42.401141,-71.136392,23.0,33.0
Central Street,42.393476,-71.099884,42.393895,-71.099577,45.0,54.0
Main Street,42.3630307,-71.094424,42.3629957,-71.0938536,34.0,47.0
Broad Channel Boardwalk,42.3630637,-71.0823863,42.3630222,-71.0824092,4.0,6.0
Dudley Street,42.395743,-71.133194,42.39575,-71.13282,24.0,31.0
Hampshire Street,42.3738259,-71.1009424,42.3739889,-71.1011367,18.0,24.0
Land Boulevard,42.3629002,-71.0787263,42.3627167,-71.0787742,14.0,21.0
Brattle Circle,42.3755619,-71.1415323,42.3755753,-71.1415658,0.0,0.0
Fresh Pond Paths,42.3831873,-71.1427656,42.3834599,-71.1425252,26.0,36.0
Dr. Paul Dudley White Path,42.3651055,-71.145042,42.3650627,-71.1451145,6.0,8.0
Thorndike Street,42.3696341,-71.0801488,42.369625,-71.080083,3.0,5.0
Jackson Circle,42.3918934,-71.1355577,42.3919018,-71.135513,3.0,4.0
SR 2,42.3973271,-71.1415223,42.397277,-71.1414194,8.0,10.0
Columbia Street,42.3669905,-71.0978512,42.367798,-71.097389,71.0,97.0
Memorial Drive,42.3563653,-71.095759,42.35609,-71.096564,53.0,73.0
Dr. Paul Dudley White Path,42.3618816,-71.1489281,42.3618547,-71.1489417,2.0,3.0
Garden Street,42.378299,-71.123691,42.378337,-71.123718,3.0,5.0
Carver Street,42.38226,-71.112989,42.382719,-71.113214,36.0,52.0
Windsor Street,42.3750459,-71.092882,42.3751272,-71.0928585,7.0,9.0
Dunstable Road,42.380211,-71.134978,42.380305,-71.13414,39.0,63.0
Leverett Connector,42.3741737,-71.071765,42.3744427,-71.0721597,66.0,92.0
Broadway,42.374159,-71.113275,42.373969,-71.112777,33.0,47.0
Dr. Paul Dudley White Path,42.3615097,-71.1161186,42.3625343,-71.1161695,86.0,114.0
Massachusetts Avenue,42.390597,-71.121457,42.390939,-71.122208,51.0,74.0
Alewife T Station Access Road,42.39468,-71.1424162,42.39465,-71.1423819,0.0,0.0
Blackstone Street,42.362092,-71.1143856,42.362184,-71.114427,8.0,11.0
Memorial Drive,42.3539877,-71.110194,42.3541272,-71.1104687,10.0,16.0
Gerry's Landing Road,42.3729462,-71.1344468,42.3729641,-71.134455,1.0,2.0
Massachusetts Avenue,42.396204,-71.128824,42.3966533,-71.1293322,44.0,64.0
Bishop R Allen Drive,42.364154,-71.099468,42.3639366,-71.0990984,29.0,40.0
Soldiers Field Road,42.356791,-71.118249,42.356957,-71.118216,14.0,19.0
Ames Street,42.3626909,-71.0881136,42.3627308,-71.088105,3.0,4.0
Dr. Paul Dudley White Path,42.3703016,-71.1308708,42.3704375,-71.1309046,11.0,15.0
Stewart Terrace,42.391013,-71.159105,42.3911409,-71.1590775,12.0,17.0
Garden Street,42.384666,-71.131018,42.384484,-71.130792,20.0,26.0
Magazine Street,42.3652073,-71.10432,42.3650604,-71.1044835,14.0,21.0
Sacramento Street,42.382612,-71.113547,42.382713,-71.113229,21.0,30.0
Otis Street,42.371226,-71.08706,42.371117,-71.086289,46.0,65.0
Sherman Street,42.384719,-71.129988,42.38513,-71.130263,34.0,52.0
Wood Street,42.387769,-71.129803,42.387859,-71.129865,6.0,8.0
Brookline Street,42.361219,-71.103969,42.361634,-71.103575,40.0,55.0
Copley Street,42.384823,-71.134493,42.384376,-71.133488,75.0,96.0
Concord Avenue,42.3909214,-71.1568817,42.3909558,-71.1570705,11.0,13.0
Fitchburg Cutoff Path,42.3959893,-71.158489,42.3959989,-71.1585513,5.0,6.0
Soldiers Field Road,42.372568,-71.128154,42.372487,-71.127959,12.0,16.0
Hamilton Road,42.393763,-71.158719,42.393869,-71.158597,11.0,16.0
Brookline Street,42.358632,-71.106695,42.359151,-71.106153,51.0,73.0
Washington Street,42.386317,-71.173733,42.386373,-71.17318,33.0,45.0
Gerry's Landing Road,42.371512,-71.134343,42.3715999,-71.13444,9.0,12.0
Alewife Brook Parkway,42.3918337,-71.1411033,42.3927382,-71.1408174,94.0,103.0
Memorial Drive,42.3642939,-71.1160511,42.3643843,-71.1160471,6.0,8.0
Monsignor O'Brien Highway,42.3694949,-71.073885,42.3691946,-71.0732719,53.0,62.0
Chauncy Street,42.3793357,-71.1232887,42.3795279,-71.1226691,41.0,55.0
Dr. Paul Dudley White Path,42.3714619,-71.1317526,42.3715316,-71.1318469,9.0,12.0
Flagg Street,42.3677511,-71.1148907,42.367749,-71.114729,11.0,14.0
US 1,42.3697401,-71.066024,42.3697561,-71.0657854,16.0,21.0
Greenough Boulevard,42.3677389,-71.1362173,42.3678731,-71.1359935,17.0,24.0
Cambridgepark Place,42.3939729,-71.1418868,42.3940341,-71.1419378,5.0,8.0
Memorial Drive,42.366531,-71.115945,42.3666704,-71.1159736,10.0,14.0
Orchard Street,42.3905367,-71.119434,42.390996,-71.119953,51.0,70.0
Huron Avenue,42.382003,-71.131547,42.382233,-71.131268,27.0,35.0
Soldiers Field Road,42.367612,-71.119113,42.367693,-71.119343,6.0,4.0
Hawthorne Street,42.394044,-71.118358,42.393784,-71.11772,48.0,60.0
Beech Path,42.388267,-71.1492743,42.3882274,-71.1492153,5.0,7.0
Yerxa Road,42.39189,-71.129158,42.392837,-71.129112,79.0,105.0
Magoun Street,42.400431,-71.135214,42.400232,-71.135224,16.0,22.0
Pond Place,42.363209,-71.113672,42.363249,-71.113374,1.0,2.0
Earle Street,42.3753963,-71.0907688,42.3754066,-71.0907791,1.0,2.0
Amherst Street,42.356353,-71.098021,42.356047,-71.098852,57.0,76.0
Irving Street,42.379616,-71.111242,42.379362,-71.111148,21.0,28.0
Brown Street,42.37633,-71.128759,42.375816,-71.128977,43.0,62.0
Berkshire Place,42.368457,-71.091939,42.368334,-71.091642,20.0,28.0
Dr. Paul Dudley White Path,42.3642975,-71.1388074,42.3643159,-71.1387294,5.0,7.0
Back Street,42.350372,-71.094906,42.3503709,-71.0944721,25.0,36.0
Grove Street,42.384222,-71.159053,42.384529,-71.159235,27.0,37.0
First Street,42.3700271,-71.0770661,42.3706364,-71.0769234,63.0,69.0
Concord Avenue,42.3909821,-71.1573884,42.3909928,-71.1575162,9.0,11.0
Dr. Paul Dudley White Path,42.3561547,-71.0750037,42.3562189,-71.0749108,7.0,10.0
Elm Street,42.3900727,-71.1174465,42.3902704,-71.1176506,19.0,27.0
Education Street,42.3698209,-71.0697438,42.3701577,-71.0688773,57.0,79.0
Allston Street,42.3581054,-71.1072409,42.3577334,-71.1066058,48.0,65.0
Gray Street,42.382777,-71.121844,42.383158,-71.122202,38.0,52.0
Waverly Street,42.3574142,-71.1038121,42.3574272,-71.1037634,3.0,4.0
Magazine Street,42.357036,-71.1133638,42.3573751,-71.1129927,40.0,49.0
Elm Street,42.381113,-71.162323,42.38135,-71.161382,57.0,82.0
Chestnut Street,42.3558964,-71.1075154,42.355523,-71.106853,46.0,68.0
Memorial Drive,42.362515,-71.116039,42.3628756,-71.1160523,30.0,40.0
Holland Street,42.3970229,-71.1229348,42.397087,-71.122982,5.0,7.0
Dr. Paul Dudley White Path,42.3542581,-71.1115097,42.3543203,-71.1115676,6.0,8.0
South Street,42.3744224,-71.0907475,42.374344,-71.090233,32.0,44.0
Dr. Paul Dudley White Path,42.3574307,-71.0740539,42.357472,-71.0740253,4.0,5.0
Craigie Street,42.3789394,-71.1271215,42.3790282,-71.1268468,19.0,26.0
Western Avenue,42.363392,-71.133336,42.363383,-71.133088,15.0,20.0
Peters Street,42.3574416,-71.1069319,42.3577334,-71.1066058,29.0,43.0
Massachusetts Avenue,42.391972,-71.124056,42.392191,-71.124303,23.0,32.0
Saint Johns Road,42.377121,-71.124538,42.377081,-71.124479,4.0,6.0
Brighton Street,42.3959628,-71.1588163,42.3959807,-71.1588218,2.0,3.0
Brown Street,42.377173,-71.128352,42.376657,-71.128601,43.0,59.0
Assembly Square Drive,42.397678,-71.084057,42.397795,-71.084104,9.0,14.0
Concord Turnpike,42.4005109,-71.1513897,42.4000071,-71.1497709,105.0,144.0
Dr. Paul Dudley White Path,42.3728107,-71.1277647,42.3727479,-71.1276586,8.0,11.0
