42.0214353369,-87.6729445542
42.0214352764,-87.6692103643
42.0214352159,-87.66547617430001
42.0181553532,-87.81858509619997
42.0181552927,-87.81485109890002
42.0181552322,-87.81111710160002
42.0181551717,-87.80738310419997
42.018153538,-87.70656517780003
42.0181534775,-87.70283118060001
42.018153417,-87.6990971834
42.0181533565,-87.69536318619998
42.018153296,-87.69162918889998
42.0181532355,-87.68789519170002
42.018153175,-87.6841611945
42.0181531145,-87.68042719729999
42.0181530539,-87.67669320009998
42.0181529934,-87.67295920290002
42.0181529329,-87.6692252057
42.0181528724,-87.66549120849999
42.0148730095,-87.8185922266
42.014872949,-87.81485842199999
42.0148728885,-87.81112461739997
42.014872828,-87.80739081280001
42.014872344,-87.77752037599998
42.0148711945,-87.70657808969997
42.014871134,-87.7028442852
42.0148710735,-87.69911048059998
42.014871013,-87.69537667610001
42.0148709525,-87.69164287159998
42.014870892,-87.68790906710001
42.0148708315,-87.68417526259998
42.014870771,-87.6804414582
42.0148707105,-87.67670765370002
42.01487065,-87.67297384919999
42.0148705895,-87.66924004470002
42.014870529,-87.66550624019999
42.0115906657,-87.8185993559
42.0115906052,-87.81486574389999
42.0115905448,-87.81113213200001
42.0115904843,-87.80739852009998
42.0115901213,-87.78499684860003
42.0115900608,-87.7812632367
42.0115900003,-87.77752962479997
42.0115899398,-87.7737960129
42.0115888509,-87.70659099930003
42.0115887904,-87.70285738749999
42.01158873,-87.6991237757
42.0115886695,-87.69539016390002
42.011588609,-87.69165655209997
42.0115885485,-87.6879229402
42.011588488,-87.68418932840001
42.0115884275,-87.68045571660002
42.011588367,-87.67672210479998
42.0115883065,-87.67298849299999
42.011588246,-87.6692548812
42.0115881855,-87.66552126940002
42.011588125,-87.66178765760003
42.0083097132,-87.9044751285
42.008308322,-87.8186064839
42.0083082615,-87.81487306459996
42.008308201,-87.81113964539998
42.0083081405,-87.8074062261
42.0083077776,-87.7850057105
42.0083077171,-87.78127229120003
42.0083076566,-87.77753887199998
42.0083075962,-87.7738054527
42.0083074752,-87.76633861419998
42.0083065074,-87.7066039069
42.0083064469,-87.70287048770001
42.0083063864,-87.69913706850002
42.0083063259,-87.69540364940002
42.0083062655,-87.69167023019997
42.008306205,-87.68793681099999
42.0083061445,-87.68420339189998
42.008306084,-87.6804699727
42.0083060235,-87.6767365535
42.008305963,-87.6730031344
42.0083059025,-87.66926971520002
42.0083058421,-87.66553629610002
42.0083057816,-87.66180287700001
42.0083057211,-87.65806945780002
42.0050275507,-87.91567750540003
42.0050274902,-87.9119442786
42.0050274298,-87.90821105190003
42.0050273693,-87.9044778251
42.0050273088,-87.90074459840002
42.0050272483,-87.8970113716
42.0050259783,-87.81861361080001
42.0050259178,-87.81488038409998
42.0050258573,-87.8111471574
42.0050257968,-87.80741393080001
42.0050253735,-87.7812813443
42.005025313,-87.77754811760002
42.0050252525,-87.77381489100003
42.005025192,-87.77008166439998
42.0050251315,-87.7663484377
42.0050250711,-87.76261521110001
42.0050241639,-87.70661681230001
42.0050241034,-87.70288358569996
42.0050240429,-87.69915035910003
42.0050239824,-87.69541713260003
42.005023922,-87.69168390599998
42.0050238615,-87.68795067949998
42.005023801,-87.68421745289999
42.0050237405,-87.68048422639998
42.00502368,-87.67675099989998
42.0050236196,-87.67301777329999
42.0050235591,-87.66928454679999
42.0050234986,-87.66555132029998
42.0050234381,-87.66181809379998
42.0050233776,-87.65808486719999
42.0017454487,-87.93061176060002
42.0017453882,-87.92687872639999
42.0017452673,-87.919412658
42.0017452068,-87.91567962379997
42.0017451463,-87.9119465897
42.0017450859,-87.90821355549997
42.0017450254,-87.9044805213
42.0017449649,-87.90074748719996
42.0017436345,-87.81862073640002
42.001743574,-87.81488770240003
42.0017435136,-87.81115466829999
42.0017434531,-87.80742163420001
42.0017430903,-87.78502342979999
42.0017430298,-87.7812903958
42.0017429693,-87.77755736170002
42.0017429088,-87.77382432770003
42.0017428484,-87.77009129359999
42.0017427879,-87.7663582596
42.0017427274,-87.7626252256
42.0017418203,-87.70662971550001
42.0017417599,-87.70289668149996
42.0017416994,-87.69916364749997
42.0017416389,-87.69543061360002
42.0017415784,-87.69169757960003
42.001741518,-87.68796454559998
42.0017414575,-87.68423151169998
42.001741397,-87.68049847769998
42.0017413366,-87.67676544379998
42.0017412761,-87.67303240979999
42.0017412156,-87.66929937589998
42.0017411551,-87.66556634200003
42.0017410947,-87.66183330799998
42.0017410342,-87.65810027409998
41.9984631652,-87.93434595010001
41.9984631047,-87.9306131084
41.9984630443,-87.92688026680003
41.9984629838,-87.9231474252
41.9984629233,-87.91941458359997
41.9984628629,-87.91568174190002
41.9984628024,-87.91194890029999
41.9984627419,-87.90821605870002
41.9984626815,-87.9044832171
41.998462621,-87.90075037550002
41.9984625606,-87.8970175339
41.9984625001,-87.89328469229997
41.9984624396,-87.88955185060001
41.9984623792,-87.88581900910003
41.9984612908,-87.8186278609
41.9984612303,-87.81489501940001
41.9984611698,-87.81116217789997
41.9984611094,-87.8074293363
41.9984610489,-87.80369649479996
41.9984609884,-87.79996365329998
41.998460928,-87.7962308118
41.9984608675,-87.79249797030002
41.998460807,-87.78876512879998
41.9984607466,-87.7850322873
41.9984606861,-87.78129944580002
41.9984606257,-87.77756660429998
41.9984605652,-87.7738337628
41.9984605047,-87.77010092130001
41.9984604443,-87.76636807980003
41.9984603838,-87.76263523829999
41.9984603233,-87.7589023969
41.9984594768,-87.70664261659999
41.9984594163,-87.7029097752
